14.1918 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
14.2025 	INFO 	Loaded monitor calibration from ['2024_04_12 16:30']
16.1357 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000246F8D8E700>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000246F8D8E6A0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000246F8D8E4F0>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000246F9114AC0>, multiSample=False, name='window1', numSamples=2, pos=[448.0, 156.0], screen=0, size=array([1024,  768]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
16.1359 	EXP 	window1: mouseVisible = True
16.1359 	EXP 	window1: backgroundImage = ''
16.1359 	EXP 	window1: backgroundFit = 'none'
16.1362 	EXP 	window1: mouseVisible = True
16.1365 	EXP 	window1: mouseVisible = True
16.1393 	EXP 	window1: mouseVisible = True
16.1404 	EXP 	window1: mouseVisible = True
16.1649 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.1685 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.1722 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.1765 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.1809 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.1838 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.1874 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.1915 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.1941 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.1969 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
