11.2112 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
11.2130 	INFO 	Loaded monitor calibration from ['2024_04_12 16:30']
12.5239 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002A871DCDA60>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002A871DCDA00>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002A871DCD850>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002A872114E20>, multiSample=False, name='window1', numSamples=2, pos=[448.0, 156.0], screen=0, size=array([1024,  768]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
12.5241 	EXP 	window1: mouseVisible = True
12.5241 	EXP 	window1: backgroundImage = ''
12.5241 	EXP 	window1: backgroundFit = 'none'
12.5244 	EXP 	window1: mouseVisible = True
12.5246 	EXP 	window1: mouseVisible = True
12.5275 	EXP 	window1: mouseVisible = True
12.5285 	EXP 	window1: mouseVisible = True
12.5494 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.5524 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.5556 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.5594 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.5630 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.5659 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.5692 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.5729 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.5751 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.5774 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.5808 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.5841 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.5871 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.5903 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.5932 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.5964 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.5997 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.6022 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.6049 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.6085 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.6109 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.6114 	DEBUG 	Uploading Texture Font fontname to graphics card
12.6283 	DEBUG 	Upload of Texture Font fontname complete
12.6309 	EXP 	window1: mouseVisible = True
12.6311 	EXP 	window1: mouseVisible = True
12.6321 	EXP 	window1: mouseVisible = True
12.6329 	EXP 	window1: mouseVisible = True
12.6543 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.6579 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.6616 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.6619 	DEBUG 	Uploading Texture Font fontname to graphics card
12.6803 	DEBUG 	Upload of Texture Font fontname complete
12.6835 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
12.6835 	EXP 	window1: recordFrameIntervals = False
12.8693 	EXP 	window1: recordFrameIntervals = True
13.0528 	EXP 	Screen (0) actual frame rate measured at 60.07Hz
13.0528 	EXP 	window1: recordFrameIntervals = False
13.0530 	EXP 	window1: mouseVisible = False
13.0537 	EXP 	window1: mouseVisible = True
13.0539 	EXP 	window1: mouseVisible = True
13.0550 	EXP 	window1: mouseVisible = True
13.0559 	EXP 	window1: mouseVisible = True
13.0756 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.0783 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.0819 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.0861 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.0905 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.0945 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.0974 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.1009 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.1048 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.1086 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.1091 	DEBUG 	Uploading Texture Font fontname to graphics card
13.1279 	DEBUG 	Upload of Texture Font fontname complete
13.1307 	EXP 	window1: mouseVisible = True
13.1309 	EXP 	window1: mouseVisible = True
13.1318 	EXP 	window1: mouseVisible = True
13.1328 	EXP 	window1: mouseVisible = True
13.2239 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
16.9675 	INFO 	keyboard.Keyboard is using iohub backend.
16.9675 	EXP 	ArchivoPrueba: status = STARTED
16.9679 	EXP 	window1: mouseVisible = True
17.0926 	EXP 	Created introducción = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05000000000000001, italic=False, languageStyle='LTR', name='introducción', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
17.0928 	EXP 	window1: mouseVisible = True
17.0930 	EXP 	window1: mouseVisible = True
17.0950 	EXP 	Created CondicionOff = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='CondicionOff', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
17.0952 	EXP 	window1: mouseVisible = True
17.0983 	EXP 	Created CondicionOn = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='CondicionOn', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
17.0985 	EXP 	window1: mouseVisible = True
17.1005 	EXP 	Created FinPrueba = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='FinPrueba', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
0.0464 	EXP 	introducción: autoDraw = True
2.6358 	DATA 	Mouse: Left button down, pos=(414,519)
2.6455 	DEBUG 	Read excel file with openpyxl: CondicionesExperimento.xlsx
2.6468 	EXP 	Imported CondicionesExperimento.xlsx as conditions, 20 conditions, 3 params
