PreguntaOff,PreguntaOn,Colors,Prueba.thisRepN,Prueba.thisTrialN,Prueba.thisN,Prueba.thisIndex,RepeticionOn.thisRepN,RepeticionOn.thisTrialN,RepeticionOn.thisN,RepeticionOn.thisIndex,thisRow.t,notes,introducción_3.started,introducción.started,mouse.started,introducción_3.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,Off.started,CondicionOff.started,Off.stopped,On.started,CondicionOn.started,On.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,0.020387299999129027,0.044031199999153614,0.020036199999594828,1.669003299999531,[-0.13151041666666666],[0.15755208333333334],[1],[0],[0],[1.6478021999992052],,,,,,,584891,001,2024-04-28_12h05.51.758,ArchivoPrueba,2024.1.1,None,2024-04-28 12h06.14.539787 -0500,
¿Recuerda el recorrido que realiza desde su cama hasta la cocina de su residencia?,1,green,0,0,0,0,0,0,0,0,2.724705399999948,,,,,,,,,,,,1.6807107999993605,1.708977699998286,2.6831412999999884,2.6940828999995574,2.724705399999948,2.782838199998878,584891,001,2024-04-28_12h05.51.758,ArchivoPrueba,2024.1.1,None,2024-04-28 12h06.14.539787 -0500,
¿Recuerda el trayecto que hace desde su casa hasta su lugar de trabajo?,3,red,0,0,0,0,0,1,1,1,2.8077327999999397,,,,,,,,,,,,,,,2.7831139999998413,2.8077327999999397,2.8829335999998875,584891,001,2024-04-28_12h05.51.758,ArchivoPrueba,2024.1.1,None,2024-04-28 12h06.14.539787 -0500,
¿Recuerda  algún inconveniente que ha  experimentado en el camino de su residencia a su lugar de trabajo?,5,white,0,0,0,0,0,2,2,2,2.9077217999983986,,,,,,,,,,,,,,,2.8832069000000047,2.9077217999983986,2.9826626999984,584891,001,2024-04-28_12h05.51.758,ArchivoPrueba,2024.1.1,None,2024-04-28 12h06.14.539787 -0500,
¿Recuerda si hay algún lugar u objeto en su camino hacia el trabajo que le llame la atención?,7,blue,0,0,0,0,0,3,3,3,3.007538099998783,,,,,,,,,,,,,,,2.9829542999996193,3.007538099998783,3.08315169999878,584891,001,2024-04-28_12h05.51.758,ArchivoPrueba,2024.1.1,None,2024-04-28 12h06.14.539787 -0500,
" ¿Recuerda el recorrido desde la entrada de su lugar de trabajo hasta su oficina, donde realiza sus funciones?",9,yellow,0,0,0,0,0,4,4,4,3.107633799998439,,,,,,,,,,,,,,,3.08350099999916,3.107633799998439,3.182253099999798,584891,001,2024-04-28_12h05.51.758,ArchivoPrueba,2024.1.1,None,2024-04-28 12h06.14.539787 -0500,
¿Recuerda alguna actividad que realice durante los viajes de regreso a casa desde el trabajo para relajarse?,11,orange,0,0,0,0,0,5,5,5,3.2093206999998074,,,,,,,,,,,,,,,3.1826304999995045,3.2093206999998074,3.282610399999612,584891,001,2024-04-28_12h05.51.758,ArchivoPrueba,2024.1.1,None,2024-04-28 12h06.14.539787 -0500,
¿Recuerda el trayecto que realiza desde su casa hasta el lugar donde realiza sus compras?,13,brown,0,0,0,0,0,6,6,6,3.3093015999984345,,,,,,,,,,,,,,,3.28288689999863,3.3093015999984345,3.3825291999983165,584891,001,2024-04-28_12h05.51.758,ArchivoPrueba,2024.1.1,None,2024-04-28 12h06.14.539787 -0500,
¿Recuerda alguna situación divertida o interesante que haya experimentado durante el recorrido hacia el lugar de compras?,15,purple,0,0,0,0,0,7,7,7,3.4092586999995547,,,,,,,,,,,,,,,3.3828178999992815,3.4092586999995547,3.482318499998655,584891,001,2024-04-28_12h05.51.758,ArchivoPrueba,2024.1.1,None,2024-04-28 12h06.14.539787 -0500,
 ¿Recuerda qué es lo primero que ve al llegar al lugar donde realiza sus compras?,17,green,0,0,0,0,0,8,8,8,3.5088727999991534,,,,,,,,,,,,,,,3.4826438999989477,3.5088727999991534,3.5825135999984923,584891,001,2024-04-28_12h05.51.758,ArchivoPrueba,2024.1.1,None,2024-04-28 12h06.14.539787 -0500,
¿Recuerda el recorrido desde su residencia hasta el centro de resonancia magnética?,19,red,0,0,0,0,0,9,9,9,3.6089078999993944,,,,,,,,,,,,,,,3.5828355999983614,3.6089078999993944,3.6818804999984422,584891,001,2024-04-28_12h05.51.758,ArchivoPrueba,2024.1.1,None,2024-04-28 12h06.14.539787 -0500,
None,21,white,0,0,0,0,0,10,10,10,3.707157599999846,,,,,,,,,,,,,,,3.6821974999984377,3.707157599999846,3.781969499999832,584891,001,2024-04-28_12h05.51.758,ArchivoPrueba,2024.1.1,None,2024-04-28 12h06.14.539787 -0500,
None,23,blue,0,0,0,0,0,11,11,11,3.8088240999986738,,,,,,,,,,,,,,,3.782243399999061,3.8088240999986738,3.8820895999997447,584891,001,2024-04-28_12h05.51.758,ArchivoPrueba,2024.1.1,None,2024-04-28 12h06.14.539787 -0500,
None,25,yellow,0,0,0,0,0,12,12,12,3.9085564999986673,,,,,,,,,,,,,,,3.882355899999311,3.9085564999986673,3.981843300000037,584891,001,2024-04-28_12h05.51.758,ArchivoPrueba,2024.1.1,None,2024-04-28 12h06.14.539787 -0500,
None,27,orange,0,0,0,0,0,13,13,13,4.008301299998493,,,,,,,,,,,,,,,3.9821451999996498,4.008301299998493,4.082182699999976,584891,001,2024-04-28_12h05.51.758,ArchivoPrueba,2024.1.1,None,2024-04-28 12h06.14.539787 -0500,
None,29,brown,0,0,0,0,0,14,14,14,4.108443499999339,,,,,,,,,,,,,,,4.082546999999977,4.108443499999339,4.182448399998975,584891,001,2024-04-28_12h05.51.758,ArchivoPrueba,2024.1.1,None,2024-04-28 12h06.14.539787 -0500,
None,31,purple,0,0,0,0,0,15,15,15,4.208307399998375,,,,,,,,,,,,,,,4.1827798999984225,4.208307399998375,4.282354299999497,584891,001,2024-04-28_12h05.51.758,ArchivoPrueba,2024.1.1,None,2024-04-28 12h06.14.539787 -0500,
None,33,green,0,0,0,0,0,16,16,16,4.3082146999986435,,,,,,,,,,,,,,,4.28272189999916,4.3082146999986435,4.382265499998539,584891,001,2024-04-28_12h05.51.758,ArchivoPrueba,2024.1.1,None,2024-04-28 12h06.14.539787 -0500,
None,35,red,0,0,0,0,0,17,17,17,4.40831739999885,,,,,,,,,,,,,,,4.382635299998583,4.40831739999885,4.481302599999253,584891,001,2024-04-28_12h05.51.758,ArchivoPrueba,2024.1.1,None,2024-04-28 12h06.14.539787 -0500,
None,37,white,0,0,0,0,0,18,18,18,4.508297200000015,,,,,,,,,,,,,,,4.481780000000072,4.508297200000015,4.580837899999096,584891,001,2024-04-28_12h05.51.758,ArchivoPrueba,2024.1.1,None,2024-04-28 12h06.14.539787 -0500,
None,39,blue,0,0,0,0,0,19,19,19,4.608280399999785,,,,,,,,,,,,,,,4.581107999998494,4.608280399999785,4.6813033999987965,584891,001,2024-04-28_12h05.51.758,ArchivoPrueba,2024.1.1,None,2024-04-28 12h06.14.539787 -0500,
¿Recuerda el recorrido que realiza desde su cama hasta la cocina de su residencia?,1,green,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,584891,001,2024-04-28_12h05.51.758,ArchivoPrueba,2024.1.1,None,2024-04-28 12h06.14.539787 -0500,
¿Recuerda el recorrido que realiza desde su cama hasta la cocina de su residencia?,1,green,0,1,1,1,0,0,0,0,5.706998499999827,,,,,,,,,,,,4.681619599999976,4.706462699999975,5.681186899999375,5.691971999998714,5.706998499999827,5.780321199999889,584891,001,2024-04-28_12h05.51.758,ArchivoPrueba,2024.1.1,None,2024-04-28 12h06.14.539787 -0500,
¿Recuerda el trayecto que hace desde su casa hasta su lugar de trabajo?,3,red,0,1,1,1,0,1,1,1,5.807001899998795,,,,,,,,,,,,,,,5.7805933999989065,5.807001899998795,5.8801711999985855,584891,001,2024-04-28_12h05.51.758,ArchivoPrueba,2024.1.1,None,2024-04-28 12h06.14.539787 -0500,
¿Recuerda  algún inconveniente que ha  experimentado en el camino de su residencia a su lugar de trabajo?,5,white,0,1,1,1,0,2,2,2,5.907032099999924,,,,,,,,,,,,,,,5.880505199998879,5.907032099999924,5.980304400000023,584891,001,2024-04-28_12h05.51.758,ArchivoPrueba,2024.1.1,None,2024-04-28 12h06.14.539787 -0500,
¿Recuerda si hay algún lugar u objeto en su camino hacia el trabajo que le llame la atención?,7,blue,0,1,1,1,0,3,3,3,6.006942399999389,,,,,,,,,,,,,,,5.980575799998405,6.006942399999389,6.079918199999156,584891,001,2024-04-28_12h05.51.758,ArchivoPrueba,2024.1.1,None,2024-04-28 12h06.14.539787 -0500,
" ¿Recuerda el recorrido desde la entrada de su lugar de trabajo hasta su oficina, donde realiza sus funciones?",9,yellow,0,1,1,1,0,4,4,4,6.10674409999956,,,,,,,,,,,,,,,6.0802547999992385,6.10674409999956,6.1796236999998655,584891,001,2024-04-28_12h05.51.758,ArchivoPrueba,2024.1.1,None,2024-04-28 12h06.14.539787 -0500,
¿Recuerda alguna actividad que realice durante los viajes de regreso a casa desde el trabajo para relajarse?,11,orange,0,1,1,1,0,5,5,5,6.206862600000022,,,,,,,,,,,,,,,6.179911100000027,6.206862600000022,6.279576399998405,584891,001,2024-04-28_12h05.51.758,ArchivoPrueba,2024.1.1,None,2024-04-28 12h06.14.539787 -0500,
¿Recuerda el trayecto que realiza desde su casa hasta el lugar donde realiza sus compras?,13,brown,0,1,1,1,0,6,6,6,6.30647449999924,,,,,,,,,,,,,,,6.279875299998821,6.30647449999924,6.3792473999983486,584891,001,2024-04-28_12h05.51.758,ArchivoPrueba,2024.1.1,None,2024-04-28 12h06.14.539787 -0500,
¿Recuerda alguna situación divertida o interesante que haya experimentado durante el recorrido hacia el lugar de compras?,15,purple,0,1,1,1,0,7,7,7,6.392524399998365,,,,,,,,,,,,,,,6.379540899999483,6.392524399998365,6.479847099999461,584891,001,2024-04-28_12h05.51.758,ArchivoPrueba,2024.1.1,None,2024-04-28 12h06.14.539787 -0500,
 ¿Recuerda qué es lo primero que ve al llegar al lugar donde realiza sus compras?,17,green,0,1,1,1,0,8,8,8,6.506292399999438,,,,,,,,,,,,,,,6.480201999998826,6.506292399999438,6.579824599999483,584891,001,2024-04-28_12h05.51.758,ArchivoPrueba,2024.1.1,None,2024-04-28 12h06.14.539787 -0500,
¿Recuerda el recorrido desde su residencia hasta el centro de resonancia magnética?,19,red,0,1,1,1,0,9,9,9,6.606076699999903,,,,,,,,,,,,,,,6.580171199999313,6.606076699999903,6.679538299998967,584891,001,2024-04-28_12h05.51.758,ArchivoPrueba,2024.1.1,None,2024-04-28 12h06.14.539787 -0500,
None,21,white,0,1,1,1,0,10,10,10,6.706147799999599,,,,,,,,,,,,,,,6.679832299998452,6.706147799999599,6.779235399999379,584891,001,2024-04-28_12h05.51.758,ArchivoPrueba,2024.1.1,None,2024-04-28 12h06.14.539787 -0500,
None,23,blue,0,1,1,1,0,11,11,11,6.806016599999566,,,,,,,,,,,,,,,6.7795690999992075,6.806016599999566,6.879043899998578,584891,001,2024-04-28_12h05.51.758,ArchivoPrueba,2024.1.1,None,2024-04-28 12h06.14.539787 -0500,
None,25,yellow,0,1,1,1,0,12,12,12,6.905797099998381,,,,,,,,,,,,,,,6.879415299999891,6.905797099998381,6.978817199998957,584891,001,2024-04-28_12h05.51.758,ArchivoPrueba,2024.1.1,None,2024-04-28 12h06.14.539787 -0500,
None,27,orange,0,1,1,1,0,13,13,13,7.005848299999343,,,,,,,,,,,,,,,6.979157799998575,7.005848299999343,7.080364799998279,584891,001,2024-04-28_12h05.51.758,ArchivoPrueba,2024.1.1,None,2024-04-28 12h06.14.539787 -0500,
None,29,brown,0,1,1,1,0,14,14,14,7.105975499998749,,,,,,,,,,,,,,,7.080656199999794,7.105975499998749,7.179221399999733,584891,001,2024-04-28_12h05.51.758,ArchivoPrueba,2024.1.1,None,2024-04-28 12h06.14.539787 -0500,
None,31,purple,0,1,1,1,0,15,15,15,7.205659599998398,,,,,,,,,,,,,,,7.179539599999771,7.205659599998398,7.279706399998759,584891,001,2024-04-28_12h05.51.758,ArchivoPrueba,2024.1.1,None,2024-04-28 12h06.14.539787 -0500,
None,33,green,0,1,1,1,0,16,16,16,7.305791499999032,,,,,,,,,,,,,,,7.279976799998622,7.305791499999032,7.378897199998391,584891,001,2024-04-28_12h05.51.758,ArchivoPrueba,2024.1.1,None,2024-04-28 12h06.14.539787 -0500,
None,35,red,0,1,1,1,0,17,17,17,7.405527399998391,,,,,,,,,,,,,,,7.379221099999995,7.405527399998391,7.47845519999828,584891,001,2024-04-28_12h05.51.758,ArchivoPrueba,2024.1.1,None,2024-04-28 12h06.14.539787 -0500,
None,37,white,0,1,1,1,0,18,18,18,7.505260699999781,,,,,,,,,,,,,,,7.478732399998989,7.505260699999781,7.578544199999669,584891,001,2024-04-28_12h05.51.758,ArchivoPrueba,2024.1.1,None,2024-04-28 12h06.14.539787 -0500,
None,39,blue,0,1,1,1,0,19,19,19,7.605458299998645,,,,,,,,,,,,,,,7.578840700000001,7.605458299998645,7.678370699999505,584891,001,2024-04-28_12h05.51.758,ArchivoPrueba,2024.1.1,None,2024-04-28 12h06.14.539787 -0500,
¿Recuerda el trayecto que hace desde su casa hasta su lugar de trabajo?,3,red,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,584891,001,2024-04-28_12h05.51.758,ArchivoPrueba,2024.1.1,None,2024-04-28 12h06.14.539787 -0500,
¿Recuerda el recorrido que realiza desde su cama hasta la cocina de su residencia?,1,green,0,2,2,2,0,0,0,0,8.704550599999493,,,,,,,,,,,,7.678731499998321,7.703619099998832,8.678241499999785,8.687809399998514,8.704550599999493,8.777269700000033,584891,001,2024-04-28_12h05.51.758,ArchivoPrueba,2024.1.1,None,2024-04-28 12h06.14.539787 -0500,
¿Recuerda el trayecto que hace desde su casa hasta su lugar de trabajo?,3,red,0,2,2,2,0,1,1,1,8.804268699999739,,,,,,,,,,,,,,,8.777607399999397,8.804268699999739,8.877361799999562,584891,001,2024-04-28_12h05.51.758,ArchivoPrueba,2024.1.1,None,2024-04-28 12h06.14.539787 -0500,
¿Recuerda  algún inconveniente que ha  experimentado en el camino de su residencia a su lugar de trabajo?,5,white,0,2,2,2,0,2,2,2,8.90416329999971,,,,,,,,,,,,,,,8.877686599998924,8.90416329999971,8.977268199998434,584891,001,2024-04-28_12h05.51.758,ArchivoPrueba,2024.1.1,None,2024-04-28 12h06.14.539787 -0500,
¿Recuerda si hay algún lugar u objeto en su camino hacia el trabajo que le llame la atención?,7,blue,0,2,2,2,0,3,3,3,9.004190199999357,,,,,,,,,,,,,,,8.977646899998945,9.004190199999357,9.077688699999271,584891,001,2024-04-28_12h05.51.758,ArchivoPrueba,2024.1.1,None,2024-04-28 12h06.14.539787 -0500,
" ¿Recuerda el recorrido desde la entrada de su lugar de trabajo hasta su oficina, donde realiza sus funciones?",9,yellow,0,2,2,2,0,4,4,4,9.104218699998455,,,,,,,,,,,,,,,9.0779636999996,9.104218699998455,9.177027499999895,584891,001,2024-04-28_12h05.51.758,ArchivoPrueba,2024.1.1,None,2024-04-28 12h06.14.539787 -0500,
¿Recuerda alguna actividad que realice durante los viajes de regreso a casa desde el trabajo para relajarse?,11,orange,0,2,2,2,0,5,5,5,9.204305999999633,,,,,,,,,,,,,,,9.177347299999383,9.204305999999633,9.276926299999104,584891,001,2024-04-28_12h05.51.758,ArchivoPrueba,2024.1.1,None,2024-04-28 12h06.14.539787 -0500,
¿Recuerda el trayecto que realiza desde su casa hasta el lugar donde realiza sus compras?,13,brown,0,2,2,2,0,6,6,6,9.303754699998535,,,,,,,,,,,,,,,9.277212599999984,9.303754699998535,9.376700099999653,584891,001,2024-04-28_12h05.51.758,ArchivoPrueba,2024.1.1,None,2024-04-28 12h06.14.539787 -0500,
¿Recuerda alguna situación divertida o interesante que haya experimentado durante el recorrido hacia el lugar de compras?,15,purple,0,2,2,2,0,7,7,7,9.404116499999873,,,,,,,,,,,,,,,9.376972099998966,9.404116499999873,9.479070399998818,584891,001,2024-04-28_12h05.51.758,ArchivoPrueba,2024.1.1,None,2024-04-28 12h06.14.539787 -0500,
 ¿Recuerda qué es lo primero que ve al llegar al lugar donde realiza sus compras?,17,green,0,2,2,2,0,8,8,8,9.503763899998376,,,,,,,,,,,,,,,9.479511199999251,9.503763899998376,9.5776324999988,584891,001,2024-04-28_12h05.51.758,ArchivoPrueba,2024.1.1,None,2024-04-28 12h06.14.539787 -0500,
¿Recuerda el recorrido desde su residencia hasta el centro de resonancia magnética?,19,red,0,2,2,2,0,9,9,9,9.603566699999647,,,,,,,,,,,,,,,9.577953999998499,9.603566699999647,9.67724619999899,584891,001,2024-04-28_12h05.51.758,ArchivoPrueba,2024.1.1,None,2024-04-28 12h06.14.539787 -0500,
None,21,white,0,2,2,2,0,10,10,10,9.70373870000003,,,,,,,,,,,,,,,9.677578199998607,9.70373870000003,9.77651159999914,584891,001,2024-04-28_12h05.51.758,ArchivoPrueba,2024.1.1,None,2024-04-28 12h06.14.539787 -0500,
None,23,blue,0,2,2,2,0,11,11,11,9.803597099999024,,,,,,,,,,,,,,,9.776859099998546,9.803597099999024,9.877864299998691,584891,001,2024-04-28_12h05.51.758,ArchivoPrueba,2024.1.1,None,2024-04-28 12h06.14.539787 -0500,
None,25,yellow,0,2,2,2,0,12,12,12,9.903593199998795,,,,,,,,,,,,,,,9.878139399999782,9.903593199998795,9.977610599999025,584891,001,2024-04-28_12h05.51.758,ArchivoPrueba,2024.1.1,None,2024-04-28 12h06.14.539787 -0500,
None,27,orange,0,2,2,2,0,13,13,13,10.003612399999838,,,,,,,,,,,,,,,9.977901899999779,10.003612399999838,10.076525599999513,584891,001,2024-04-28_12h05.51.758,ArchivoPrueba,2024.1.1,None,2024-04-28 12h06.14.539787 -0500,
