Prueba.thisRepN,Prueba.thisTrialN,Prueba.thisN,Prueba.thisIndex,PreguntaOff,PreguntaOn,Colors,RepeticionOn.thisRepN,RepeticionOn.thisTrialN,RepeticionOn.thisN,RepeticionOn.thisIndex,thisRow.t,notes,Intrucion.started,text_3.started,mouse.started,Intrucion.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,Off.started,CondicionOff.started,Off.stopped,On.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,0.022462899999482033,0.03893009999956121,0.022043200000553043,2.0246394999994664,[-0.140625],[0.17578125],[1],[0],[0],[2.0013222000006863],,,,,711491,001,2024-04-28_10h52.21.001,ArchivoPrueba,2024.1.1,None,2024-04-28 10h52.29.774656 -0500,
,,,,,,,,,,,2.082139599999209,,,,,,,,,,,,2.0373374999999214,2.082139599999209,5.036794899999222,5.04737810000006,,,,,,,,
