Prueba.thisRepN,Prueba.thisTrialN,Prueba.thisN,Prueba.thisIndex,PreguntaOff,PreguntaOn,thisRow.t,notes,Intrucion.started,text_3.started,mouse.started,Intrucion.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,Off.started,text.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,0.024175900000045658,0.041874300000017683,0.023874800000157848,1.1757223999998132,[-0.16276041666666666],[0.17838541666666666],[1],[0],[0],[1.1506593999997676],,,731839,001,2024-04-28_10h20.07.951,ArchivoPrueba,2024.1.1,None,2024-04-28 10h20.16.293698 -0500,
,,,,,,1.23375679999981,,,,,,,,,,,,1.1853246000000581,1.23375679999981,,,,,,,,
