Prueba.thisRepN,Prueba.thisTrialN,Prueba.thisN,Prueba.thisIndex,PreguntaOff,PreguntaOn,Colors,RepeticionOn.thisRepN,RepeticionOn.thisTrialN,RepeticionOn.thisN,RepeticionOn.thisIndex,thisRow.t,notes,introducción_3.started,introducción.started,mouse.started,introducción_3.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,Off.started,CondicionOff.started,key_resp_2.started,CondicionOff.stopped,Off.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,On.started,CondicionOn.started,key_resp.started,CondicionOn.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,0.03253290000066045,0.046982900001239614,0.03219669999998587,6.881406900000002,[-0.15625],[0.17447916666666666],[1],[0],[0],[6.848115699998743],,,,,,,,,,,,,759019,001,2024-04-28_12h13.41.201,ArchivoPrueba,2024.1.1,None,2024-04-28 12h13.50.604406 -0500,
,,,,,,,,,,,12.366599700000734,,,,,,,,,,,,6.89512730000024,6.921463700000459,6.921463700000459,7.925042000000758,12.296709600001122,space,12.282546600001297,None,12.345867200001521,12.366599700000734,12.366599700000734,12.470998300001156,,,,,,,,
