Prueba.thisRepN,Prueba.thisTrialN,Prueba.thisN,Prueba.thisIndex,PreguntaOff,PreguntaOn,Colors,thisRow.t,notes,introducción_3.started,introducción.started,mouse.started,introducción_3.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,Off.started,CondicionOff.started,key_resp_2.started,CondicionOff.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.03181450000010955,0.04911029999857419,0.0315599999994447,1.6013616000000184,[-0.14192708333333334],[0.1640625],[1],[0],[0],[1.568666299999677],,,,,090828,001,2024-04-28_12h12.29.278,ArchivoPrueba,2024.1.1,None,2024-04-28 12h12.40.698808 -0500,
,,,,,,,1.6417454999991605,,,,,,,,,,,,1.6126855999991676,1.6417454999991605,1.6417454999991605,2.645240699999704,,,,,,,,
