11.2664 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
11.2683 	INFO 	Loaded monitor calibration from ['2024_04_12 16:30']
12.6329 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001FD160BC9A0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001FD160BC940>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001FD160BC790>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001FD164C5D60>, multiSample=False, name='window1', numSamples=2, pos=[448.0, 156.0], screen=0, size=array([1024,  768]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
12.6331 	EXP 	window1: mouseVisible = True
12.6331 	EXP 	window1: backgroundImage = ''
12.6332 	EXP 	window1: backgroundFit = 'none'
12.6334 	EXP 	window1: mouseVisible = True
12.6337 	EXP 	window1: mouseVisible = True
12.6373 	EXP 	window1: mouseVisible = True
12.6389 	EXP 	window1: mouseVisible = True
12.6622 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.6653 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.6687 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.6727 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.6768 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.6795 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.6827 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.6865 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.6887 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.6910 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.6946 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.6985 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.7015 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.7047 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.7082 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.7120 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.7154 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.7178 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.7205 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.7245 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.7274 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.7279 	DEBUG 	Uploading Texture Font fontname to graphics card
12.7464 	DEBUG 	Upload of Texture Font fontname complete
12.7504 	EXP 	window1: mouseVisible = True
12.7507 	EXP 	window1: mouseVisible = True
12.7522 	EXP 	window1: mouseVisible = True
12.7544 	EXP 	window1: mouseVisible = True
12.7797 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.7837 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.7877 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
