16.7214 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
16.7259 	INFO 	Loaded monitor calibration from ['2024_04_12 16:30']
20.2272 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000024E6BCFE910>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000024E6BCFE8B0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000024E6BCFE700>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000024E6C0C4CD0>, multiSample=False, name='window1', numSamples=2, pos=[448.0, 156.0], screen=0, size=array([1024,  768]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
20.2274 	EXP 	window1: mouseVisible = True
20.2275 	EXP 	window1: backgroundImage = ''
20.2275 	EXP 	window1: backgroundFit = 'none'
20.2277 	EXP 	window1: mouseVisible = True
20.2280 	EXP 	window1: mouseVisible = True
20.2500 	EXP 	window1: mouseVisible = True
20.2539 	EXP 	window1: mouseVisible = True
20.3038 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
20.3080 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
20.3123 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
20.3170 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
20.3224 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
20.3270 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
20.3310 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
20.3363 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
20.3391 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
20.3417 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
20.3456 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
20.3491 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
20.3535 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
20.3574 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
20.3606 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
20.3644 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
20.3686 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
20.3723 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
20.3753 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
20.3795 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
20.3822 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
20.3827 	DEBUG 	Uploading Texture Font fontname to graphics card
20.4027 	DEBUG 	Upload of Texture Font fontname complete
20.4050 	EXP 	window1: mouseVisible = True
20.4053 	EXP 	window1: mouseVisible = True
20.4064 	EXP 	window1: mouseVisible = True
20.4074 	EXP 	window1: mouseVisible = True
20.4354 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
20.4413 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
20.4471 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
20.4477 	DEBUG 	Uploading Texture Font fontname to graphics card
20.4743 	DEBUG 	Upload of Texture Font fontname complete
20.4789 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
20.4790 	EXP 	window1: recordFrameIntervals = False
20.7399 	EXP 	window1: recordFrameIntervals = True
20.9232 	EXP 	Screen (0) actual frame rate measured at 60.13Hz
20.9233 	EXP 	window1: recordFrameIntervals = False
20.9236 	EXP 	window1: mouseVisible = False
20.9252 	EXP 	window1: mouseVisible = True
20.9259 	EXP 	window1: mouseVisible = True
20.9289 	EXP 	window1: mouseVisible = True
20.9320 	EXP 	window1: mouseVisible = True
20.9906 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
20.9985 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
