PreguntaOn,PreguntaOff,Colors,RepeticionOn.thisRepN,RepeticionOn.thisTrialN,RepeticionOn.thisN,RepeticionOn.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,introducción_3.started,introducción.started,mouse.started,introducción_3.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,On1.started,CondicionOn.started,On1.stopped,Off.started,CondicionOff.started,Off.stopped,On2.started,text.started,On2.stopped,Off2.started,text_2.started,Off2.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
¿Recuerda si hay algún lugar u objeto en su camino hacia el trabajo que le llame la atención?,7,blue,,,,,0,10,10,3,53.88506259999849,,,,,,,,,,,,,,,,,,,,,53.87192269999832,53.88506259999849,54.870737299999746,024178,001,2024-04-30_17h28.10.431,ArchivoPrueba,2024.1.1,None,2024-04-30 17h28.27.352810 -0500,
None,33,green,,,,,0,11,11,16,54.88405059999968,,,,,,,,,,,,,,,,,,,,,54.87106859999949,54.88405059999968,55.86637989999872,024178,001,2024-04-30_17h28.10.431,ArchivoPrueba,2024.1.1,None,2024-04-30 17h28.27.352810 -0500,
" ¿Recuerda el recorrido desde la entrada de su lugar de trabajo hasta su oficina, donde realiza sus funciones?",9,yellow,,,,,0,12,12,4,55.88511469999867,,,,,,,,,,,,,,,,,,,,,55.86692149999908,55.88511469999867,56.89993019999929,024178,001,2024-04-30_17h28.10.431,ArchivoPrueba,2024.1.1,None,2024-04-30 17h28.27.352810 -0500,
 ¿Recuerda qué es lo primero que ve al llegar al lugar donde realiza sus compras?,17,green,,,,,0,13,13,8,56.9720174999984,,,,,,,,,,,,,,,,,,,,,56.90096439999979,56.9720174999984,57.88788849999946,024178,001,2024-04-30_17h28.10.431,ArchivoPrueba,2024.1.1,None,2024-04-30 17h28.27.352810 -0500,
None,25,yellow,,,,,0,14,14,12,57.94649529999879,,,,,,,,,,,,,,,,,,,,,57.888437599998724,57.94649529999879,58.86651029999848,024178,001,2024-04-30_17h28.10.431,ArchivoPrueba,2024.1.1,None,2024-04-30 17h28.27.352810 -0500,
None,21,white,,,,,0,15,15,10,58.946192799998244,,,,,,,,,,,,,,,,,,,,,58.86725999999908,58.946192799998244,59.86655419999988,024178,001,2024-04-30_17h28.10.431,ArchivoPrueba,2024.1.1,None,2024-04-30 17h28.27.352810 -0500,
¿Recuerda el recorrido desde su residencia hasta el centro de resonancia magnética?,19,red,,,,,0,16,16,9,59.87980079999943,,,,,,,,,,,,,,,,,,,,,59.86682119999932,59.87980079999943,60.86668929999905,024178,001,2024-04-30_17h28.10.431,ArchivoPrueba,2024.1.1,None,2024-04-30 17h28.27.352810 -0500,
¿Recuerda el trayecto que hace desde su casa hasta su lugar de trabajo?,3,red,,,,,0,17,17,1,60.87915669999893,,,,,,,,,,,,,,,,,,,,,60.86705459999939,60.87915669999893,61.86578229999941,024178,001,2024-04-30_17h28.10.431,ArchivoPrueba,2024.1.1,None,2024-04-30 17h28.27.352810 -0500,
¿Recuerda  algún inconveniente que ha  experimentado en el camino de su residencia a su lugar de trabajo?,5,white,,,,,0,18,18,2,61.87934369999857,,,,,,,,,,,,,,,,,,,,,61.866139399999156,61.87934369999857,62.866064099998766,024178,001,2024-04-30_17h28.10.431,ArchivoPrueba,2024.1.1,None,2024-04-30 17h28.27.352810 -0500,
None,23,blue,,,,,0,19,19,11,62.89335609999944,,,,,,,,,,,,,,,,,,,,,62.86644879999949,62.89335609999944,63.866579899999124,024178,001,2024-04-30_17h28.10.431,ArchivoPrueba,2024.1.1,None,2024-04-30 17h28.27.352810 -0500,
