PreguntaOff,PreguntaOn,Colors,Prueba.thisRepN,Prueba.thisTrialN,Prueba.thisN,Prueba.thisIndex,RepeticionOn.thisRepN,RepeticionOn.thisTrialN,RepeticionOn.thisN,RepeticionOn.thisIndex,thisRow.t,notes,introducción_3.started,introducción.started,mouse.started,introducción_3.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,Off.started,CondicionOff.started,Off.stopped,On.started,CondicionOn.started,On.stopped,FInalizacion.started,FinPrueba.started,FInalizacion.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
None,23,blue,0,3,3,3,0,11,11,11,13.340138899999147,,,,,,,,,,,,,,,13.313542099998813,13.340138899999147,13.413905899999008,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
None,25,yellow,0,3,3,3,0,12,12,12,13.440015700000004,,,,,,,,,,,,,,,13.414272799998798,13.440015700000004,13.513184499999625,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
None,27,orange,0,3,3,3,0,13,13,13,13.54019960000005,,,,,,,,,,,,,,,13.51351109999996,13.54019960000005,13.613342999999077,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
None,29,brown,0,3,3,3,0,14,14,14,13.639935600000172,,,,,,,,,,,,,,,13.61361659999966,13.639935600000172,13.713255999999092,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
None,31,purple,0,3,3,3,0,15,15,15,13.740168000000267,,,,,,,,,,,,,,,13.713570099998833,13.740168000000267,13.812912899998992,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
None,33,green,0,3,3,3,0,16,16,16,13.839988599998833,,,,,,,,,,,,,,,13.813294899999164,13.839988599998833,13.91362300000037,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
None,35,red,0,3,3,3,0,17,17,17,13.939783499999976,,,,,,,,,,,,,,,13.913925400000153,13.939783499999976,14.012830800000302,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
None,37,white,0,3,3,3,0,18,18,18,14.039822400000048,,,,,,,,,,,,,,,14.013185499999963,14.039822400000048,14.11245389999931,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
None,39,blue,0,3,3,3,0,19,19,19,14.139777700000195,,,,,,,,,,,,,,,14.112728099999003,14.139777700000195,14.212537999999768,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
¿Recuerda si hay algún lugar u objeto en su camino hacia el trabajo que le llame la atención?,7,blue,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
¿Recuerda el recorrido que realiza desde su cama hasta la cocina de su residencia?,1,green,0,4,4,4,0,0,0,0,15.272492099998999,,,,,,,,,,,,14.212877899999512,14.238052200000311,15.227421399999002,15.247805099999823,15.272492099998999,15.327156999999715,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
¿Recuerda el trayecto que hace desde su casa hasta su lugar de trabajo?,3,red,0,4,4,4,0,1,1,1,15.355311100000108,,,,,,,,,,,,,,,15.327703900000415,15.355311100000108,15.41023949999908,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
¿Recuerda  algún inconveniente que ha  experimentado en el camino de su residencia a su lugar de trabajo?,5,white,0,4,4,4,0,2,2,2,15.438043199999811,,,,,,,,,,,,,,,15.410578099999839,15.438043199999811,15.515232699999615,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
¿Recuerda si hay algún lugar u objeto en su camino hacia el trabajo que le llame la atención?,7,blue,0,4,4,4,0,3,3,3,15.538127899999381,,,,,,,,,,,,,,,15.51571100000001,15.538127899999381,15.609230199999729,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
" ¿Recuerda el recorrido desde la entrada de su lugar de trabajo hasta su oficina, donde realiza sus funciones?",9,yellow,0,4,4,4,0,4,4,4,15.63811910000004,,,,,,,,,,,,,,,15.609529100000145,15.63811910000004,15.710716399999,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
¿Recuerda alguna actividad que realice durante los viajes de regreso a casa desde el trabajo para relajarse?,11,orange,0,4,4,4,0,5,5,5,15.737952399998903,,,,,,,,,,,,,,,15.711012599998867,15.737952399998903,15.812032599998929,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
¿Recuerda el trayecto que realiza desde su casa hasta el lugar donde realiza sus compras?,13,brown,0,4,4,4,0,6,6,6,15.83821689999968,,,,,,,,,,,,,,,15.812528700000257,15.83821689999968,15.911305199999333,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
¿Recuerda alguna situación divertida o interesante que haya experimentado durante el recorrido hacia el lugar de compras?,15,purple,0,4,4,4,0,7,7,7,15.937976299999718,,,,,,,,,,,,,,,15.91159659999903,15.937976299999718,16.01153820000036,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
 ¿Recuerda qué es lo primero que ve al llegar al lugar donde realiza sus compras?,17,green,0,4,4,4,0,8,8,8,16.038283099998807,,,,,,,,,,,,,,,16.01183839999976,16.038283099998807,16.1116791000004,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
¿Recuerda el recorrido desde su residencia hasta el centro de resonancia magnética?,19,red,0,4,4,4,0,9,9,9,16.1384180999994,,,,,,,,,,,,,,,16.111975800000437,16.1384180999994,16.210843799999566,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
None,21,white,0,4,4,4,0,10,10,10,16.237872399999105,,,,,,,,,,,,,,,16.211210699999356,16.237872399999105,16.310774800000218,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
None,23,blue,0,4,4,4,0,11,11,11,16.33778749999874,,,,,,,,,,,,,,,16.31111769999916,16.33778749999874,16.41403199999877,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
None,25,yellow,0,4,4,4,0,12,12,12,16.437231199999587,,,,,,,,,,,,,,,16.414595799999006,16.437231199999587,16.51138069999979,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
None,27,orange,0,4,4,4,0,13,13,13,16.537254299999404,,,,,,,,,,,,,,,16.51170749999983,16.537254299999404,16.610498300000472,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
None,29,brown,0,4,4,4,0,14,14,14,16.637218500000017,,,,,,,,,,,,,,,16.61082030000034,16.637218500000017,16.710858200000075,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
None,31,purple,0,4,4,4,0,15,15,15,16.737172400000418,,,,,,,,,,,,,,,16.711204399998678,16.737172400000418,16.81160319999981,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
None,33,green,0,4,4,4,0,16,16,16,16.837367399999494,,,,,,,,,,,,,,,16.811912099999972,16.837367399999494,16.91051150000021,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
None,35,red,0,4,4,4,0,17,17,17,16.936979899999642,,,,,,,,,,,,,,,16.9108056999994,16.936979899999642,17.010564399999566,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
None,37,white,0,4,4,4,0,18,18,18,17.036785599999348,,,,,,,,,,,,,,,17.010836600000403,17.036785599999348,17.11108779999995,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
None,39,blue,0,4,4,4,0,19,19,19,17.136915499999304,,,,,,,,,,,,,,,17.111437300000034,17.136915499999304,17.210665499998868,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
" ¿Recuerda el recorrido desde la entrada de su lugar de trabajo hasta su oficina, donde realiza sus funciones?",9,yellow,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
¿Recuerda el recorrido que realiza desde su cama hasta la cocina de su residencia?,1,green,0,5,5,5,0,0,0,0,18.252108900000167,,,,,,,,,,,,17.21103409999887,17.237105500000325,18.222891399998844,18.238126000000193,18.252108900000167,18.309283999999025,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
¿Recuerda el trayecto que hace desde su casa hasta su lugar de trabajo?,3,red,0,5,5,5,0,1,1,1,18.33593269999983,,,,,,,,,,,,,,,18.30959780000012,18.33593269999983,18.409797000000253,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
¿Recuerda  algún inconveniente que ha  experimentado en el camino de su residencia a su lugar de trabajo?,5,white,0,5,5,5,0,2,2,2,18.437050499998804,,,,,,,,,,,,,,,18.410404799999014,18.437050499998804,18.51116120000006,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
¿Recuerda si hay algún lugar u objeto en su camino hacia el trabajo que le llame la atención?,7,blue,0,5,5,5,0,3,3,3,18.5367253000004,,,,,,,,,,,,,,,18.51189709999926,18.5367253000004,18.611800999999105,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
" ¿Recuerda el recorrido desde la entrada de su lugar de trabajo hasta su oficina, donde realiza sus funciones?",9,yellow,0,5,5,5,0,4,4,4,18.635833000000275,,,,,,,,,,,,,,,18.612738199999512,18.635833000000275,18.726009399999384,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
¿Recuerda alguna actividad que realice durante los viajes de regreso a casa desde el trabajo para relajarse?,11,orange,0,5,5,5,0,5,5,5,18.75269660000049,,,,,,,,,,,,,,,18.726487899999483,18.75269660000049,18.814195900000414,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
¿Recuerda el trayecto que realiza desde su casa hasta el lugar donde realiza sus compras?,13,brown,0,5,5,5,0,6,6,6,18.83611529999871,,,,,,,,,,,,,,,18.814683599999626,18.83611529999871,18.925392699999065,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
¿Recuerda alguna situación divertida o interesante que haya experimentado durante el recorrido hacia el lugar de compras?,15,purple,0,5,5,5,0,7,7,7,18.952038600000378,,,,,,,,,,,,,,,18.92586399999891,18.952038600000378,19.008782599999904,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
 ¿Recuerda qué es lo primero que ve al llegar al lugar donde realiza sus compras?,17,green,0,5,5,5,0,8,8,8,19.035299799999848,,,,,,,,,,,,,,,19.009276099999624,19.035299799999848,19.11230760000035,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
¿Recuerda el recorrido desde su residencia hasta el centro de resonancia magnética?,19,red,0,5,5,5,0,9,9,9,19.134885100000247,,,,,,,,,,,,,,,19.11288969999987,19.134885100000247,19.212479800000438,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
None,21,white,0,5,5,5,0,10,10,10,19.235156599999755,,,,,,,,,,,,,,,19.21312509999916,19.235156599999755,19.31254919999992,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
None,23,blue,0,5,5,5,0,11,11,11,19.335140799999863,,,,,,,,,,,,,,,19.31309759999931,19.335140799999863,19.411159399998724,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
None,25,yellow,0,5,5,5,0,12,12,12,19.43494339999961,,,,,,,,,,,,,,,19.41161739999916,19.43494339999961,19.51220959999955,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
None,27,orange,0,5,5,5,0,13,13,13,19.534873299999163,,,,,,,,,,,,,,,19.51280190000034,19.534873299999163,19.611058499998762,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
None,29,brown,0,5,5,5,0,14,14,14,19.634605199998987,,,,,,,,,,,,,,,19.61170669999956,19.634605199998987,19.711736699999165,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
None,31,purple,0,5,5,5,0,15,15,15,19.73476159999882,,,,,,,,,,,,,,,19.712282399999822,19.73476159999882,19.81071139999949,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
None,33,green,0,5,5,5,0,16,16,16,19.8344004999999,,,,,,,,,,,,,,,19.811208699999042,19.8344004999999,19.910848699999406,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
None,35,red,0,5,5,5,0,17,17,17,19.93435109999882,,,,,,,,,,,,,,,19.91137179999896,19.93435109999882,20.01132729999881,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
None,37,white,0,5,5,5,0,18,18,18,20.034209399998872,,,,,,,,,,,,,,,20.01176149999992,20.034209399998872,20.109816500000306,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
None,39,blue,0,5,5,5,0,19,19,19,20.134517000000415,,,,,,,,,,,,,,,20.110301999999137,20.134517000000415,20.211777900000016,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
¿Recuerda alguna actividad que realice durante los viajes de regreso a casa desde el trabajo para relajarse?,11,orange,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
¿Recuerda el recorrido que realiza desde su cama hasta la cocina de su residencia?,1,green,0,6,6,6,0,0,0,0,21.23289549999936,,,,,,,,,,,,20.212406900000133,20.23432419999881,21.20683160000044,21.2173444,21.23289549999936,21.306843399999707,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
¿Recuerda el trayecto que hace desde su casa hasta su lugar de trabajo?,3,red,0,6,6,6,0,1,1,1,21.333259499999258,,,,,,,,,,,,,,,21.30726109999887,21.333259499999258,21.4069485,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
¿Recuerda  algún inconveniente que ha  experimentado en el camino de su residencia a su lugar de trabajo?,5,white,0,6,6,6,0,2,2,2,21.43304299999909,,,,,,,,,,,,,,,21.40735180000047,21.43304299999909,21.50622309999926,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
¿Recuerda si hay algún lugar u objeto en su camino hacia el trabajo que le llame la atención?,7,blue,0,6,6,6,0,3,3,3,21.533065999999963,,,,,,,,,,,,,,,21.506541799999468,21.533065999999963,21.607025899998916,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
" ¿Recuerda el recorrido desde la entrada de su lugar de trabajo hasta su oficina, donde realiza sus funciones?",9,yellow,0,6,6,6,0,4,4,4,21.633028099999137,,,,,,,,,,,,,,,21.607409199999893,21.633028099999137,21.70625689999906,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
¿Recuerda alguna actividad que realice durante los viajes de regreso a casa desde el trabajo para relajarse?,11,orange,0,6,6,6,0,5,5,5,21.733257799998682,,,,,,,,,,,,,,,21.706547199999477,21.733257799998682,21.80592979999892,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
¿Recuerda el trayecto que realiza desde su casa hasta el lugar donde realiza sus compras?,13,brown,0,6,6,6,0,6,6,6,21.83302729999923,,,,,,,,,,,,,,,21.806317099999433,21.83302729999923,21.90573359999871,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
¿Recuerda alguna situación divertida o interesante que haya experimentado durante el recorrido hacia el lugar de compras?,15,purple,0,6,6,6,0,7,7,7,21.932914499999242,,,,,,,,,,,,,,,21.906052799999088,21.932914499999242,22.005737899999076,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
 ¿Recuerda qué es lo primero que ve al llegar al lugar donde realiza sus compras?,17,green,0,6,6,6,0,8,8,8,22.03236990000005,,,,,,,,,,,,,,,22.006039500000043,22.03236990000005,22.105884399999923,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
¿Recuerda el recorrido desde su residencia hasta el centro de resonancia magnética?,19,red,0,6,6,6,0,9,9,9,22.132796199999575,,,,,,,,,,,,,,,22.106349199999386,22.132796199999575,22.2062150999991,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
None,21,white,0,6,6,6,0,10,10,10,22.23275509999985,,,,,,,,,,,,,,,22.2065077999996,22.23275509999985,22.30554459999985,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
None,23,blue,0,6,6,6,0,11,11,11,22.332517599999846,,,,,,,,,,,,,,,22.305859699999928,22.332517599999846,22.405454599998848,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
None,25,yellow,0,6,6,6,0,12,12,12,22.432207599998947,,,,,,,,,,,,,,,22.405779099999563,22.432207599998947,22.505391099999542,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
None,27,orange,0,6,6,6,0,13,13,13,22.53202020000026,,,,,,,,,,,,,,,22.50569759999962,22.53202020000026,22.605233299998872,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
None,29,brown,0,6,6,6,0,14,14,14,22.63202359999923,,,,,,,,,,,,,,,22.60556480000014,22.63202359999923,22.705901499999527,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
None,31,purple,0,6,6,6,0,15,15,15,22.732132600000114,,,,,,,,,,,,,,,22.706232000000455,22.732132600000114,22.80529589999969,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
None,33,green,0,6,6,6,0,16,16,16,22.83204680000017,,,,,,,,,,,,,,,22.805617099998926,22.83204680000017,22.905198099999325,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
None,35,red,0,6,6,6,0,17,17,17,22.932147600000462,,,,,,,,,,,,,,,22.905510099999447,22.932147600000462,23.005798299998787,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
None,37,white,0,6,6,6,0,18,18,18,23.031828600000154,,,,,,,,,,,,,,,23.00613770000018,23.031828600000154,23.105188199999247,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
None,39,blue,0,6,6,6,0,19,19,19,23.131715899999108,,,,,,,,,,,,,,,23.105501599999116,23.131715899999108,23.20494669999971,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
¿Recuerda el trayecto que realiza desde su casa hasta el lugar donde realiza sus compras?,13,brown,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
¿Recuerda el recorrido que realiza desde su cama hasta la cocina de su residencia?,1,green,0,7,7,7,0,0,0,0,24.230793299999277,,,,,,,,,,,,23.205347099999926,23.232032699999763,24.204123499999696,24.21384399999988,24.230793299999277,24.30390729999999,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
¿Recuerda el trayecto que hace desde su casa hasta su lugar de trabajo?,3,red,0,7,7,7,0,1,1,1,24.330631200000425,,,,,,,,,,,,,,,24.304214699999648,24.330631200000425,24.403752999998687,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
¿Recuerda  algún inconveniente que ha  experimentado en el camino de su residencia a su lugar de trabajo?,5,white,0,7,7,7,0,2,2,2,24.43069959999957,,,,,,,,,,,,,,,24.404079899999488,24.43069959999957,24.504107299999305,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
¿Recuerda si hay algún lugar u objeto en su camino hacia el trabajo que le llame la atención?,7,blue,0,7,7,7,0,3,3,3,24.53060319999895,,,,,,,,,,,,,,,24.50440619999972,24.53060319999895,24.603509499998836,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
" ¿Recuerda el recorrido desde la entrada de su lugar de trabajo hasta su oficina, donde realiza sus funciones?",9,yellow,0,7,7,7,0,4,4,4,24.63054469999952,,,,,,,,,,,,,,,24.603858899999977,24.63054469999952,24.704036299999643,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
¿Recuerda alguna actividad que realice durante los viajes de regreso a casa desde el trabajo para relajarse?,11,orange,0,7,7,7,0,5,5,5,24.730588999998872,,,,,,,,,,,,,,,24.70430750000014,24.730588999998872,24.80344729999888,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
¿Recuerda el trayecto que realiza desde su casa hasta el lugar donde realiza sus compras?,13,brown,0,7,7,7,0,6,6,6,24.83053579999978,,,,,,,,,,,,,,,24.803836400000364,24.83053579999978,24.90336009999919,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
¿Recuerda alguna situación divertida o interesante que haya experimentado durante el recorrido hacia el lugar de compras?,15,purple,0,7,7,7,0,7,7,7,24.930369199999404,,,,,,,,,,,,,,,24.903771399998732,24.930369199999404,25.003756000000067,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
 ¿Recuerda qué es lo primero que ve al llegar al lugar donde realiza sus compras?,17,green,0,7,7,7,0,8,8,8,25.029917699999714,,,,,,,,,,,,,,,25.00405899999896,25.029917699999714,25.103324300000168,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
¿Recuerda el recorrido desde su residencia hasta el centro de resonancia magnética?,19,red,0,7,7,7,0,9,9,9,25.1301399999993,,,,,,,,,,,,,,,25.103664999998728,25.1301399999993,25.203063900000416,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
None,21,white,0,7,7,7,0,10,10,10,25.230123100000128,,,,,,,,,,,,,,,25.20336469999893,25.230123100000128,25.303037100000438,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
None,23,blue,0,7,7,7,0,11,11,11,25.330239199998687,,,,,,,,,,,,,,,25.303351599999587,25.330239199998687,25.402697499999704,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
None,25,yellow,0,7,7,7,0,12,12,12,25.429779000000053,,,,,,,,,,,,,,,25.403016299998853,25.429779000000053,25.502924899999925,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
None,27,orange,0,7,7,7,0,13,13,13,25.52968619999956,,,,,,,,,,,,,,,25.503226099999665,25.52968619999956,25.603158599999006,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
None,29,brown,0,7,7,7,0,14,14,14,25.629729099999167,,,,,,,,,,,,,,,25.603475399999297,25.629729099999167,25.702828800000134,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
None,31,purple,0,7,7,7,0,15,15,15,25.729556199999934,,,,,,,,,,,,,,,25.703120899999703,25.729556199999934,25.80273709999892,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
None,33,green,0,7,7,7,0,16,16,16,25.829617499999586,,,,,,,,,,,,,,,25.803033799998957,25.829617499999586,25.902481400000397,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
None,35,red,0,7,7,7,0,17,17,17,25.929325499999322,,,,,,,,,,,,,,,25.90285479999875,25.929325499999322,26.002677599999515,,,,179138,001,2024-04-28_12h03.37.591,ArchivoPrueba,2024.1.1,None,2024-04-28 12h03.52.743242 -0500,
