Prueba.thisRepN,Prueba.thisTrialN,Prueba.thisN,Prueba.thisIndex,PreguntaOff,PreguntaOn,Colors,thisRow.t,notes,introducción_3.started,introducción.started,mouse.started,introducción_3.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,Off.started,CondicionOff.started,key_resp_2.started,CondicionOff.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.03241570000136562,0.04709929999989981,0.03207280000060564,5.266573100001551,[-0.01171875],[0.01953125],[1],[0],[0],[5.233402300000307],,,,,033975,001,2024-04-28_12h11.06.250,ArchivoPrueba,2024.1.1,None,2024-04-28 12h11.16.122661 -0500,
,,,,,,,5.306410700000924,,,,,,,,,,,,5.278844300000856,5.306410700000924,5.306410700000924,6.309637199999997,,,,,,,,
