PreguntaOff,PreguntaOn,Colors,Prueba.thisRepN,Prueba.thisTrialN,Prueba.thisN,Prueba.thisIndex,RepeticionOn.thisRepN,RepeticionOn.thisTrialN,RepeticionOn.thisN,RepeticionOn.thisIndex,thisRow.t,notes,introducción_3.started,introducción.started,mouse.started,introducción_3.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,Off.started,CondicionOff.started,Off.stopped,On.started,CondicionOn.started,On.stopped,FInalizacion.started,FinPrueba.started,FInalizacion.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
¿Recuerda el recorrido desde su residencia hasta el centro de resonancia magnética?,19,red,0,0,0,0,0,9,9,9,4.275412400000278,,,,,,,,,,,,,,,4.240625200000068,4.275412400000278,4.357526300000245,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
None,21,white,0,0,0,0,0,10,10,10,4.390352300000814,,,,,,,,,,,,,,,4.358734200000981,4.390352300000814,4.438822300000538,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
None,23,blue,0,0,0,0,0,11,11,11,4.476100300000326,,,,,,,,,,,,,,,4.44021260000045,4.476100300000326,4.555958200000532,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
None,25,yellow,0,0,0,0,0,12,12,12,4.592044099999839,,,,,,,,,,,,,,,4.557185800000298,4.592044099999839,4.638785400000415,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
None,27,orange,0,0,0,0,0,13,13,13,4.674930200000745,,,,,,,,,,,,,,,4.639922500000466,4.674930200000745,4.755825000000186,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
None,29,brown,0,0,0,0,0,14,14,14,4.791641499999969,,,,,,,,,,,,,,,4.756975899999816,4.791641499999969,4.839703900001041,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
None,31,purple,0,0,0,0,0,15,15,15,4.874757800000225,,,,,,,,,,,,,,,4.84075219999977,4.874757800000225,4.957065500000681,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
None,33,green,0,0,0,0,0,16,16,16,4.9919994000010774,,,,,,,,,,,,,,,4.9583178000011685,4.9919994000010774,5.041132000000289,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
None,35,red,0,0,0,0,0,17,17,17,5.074553700000251,,,,,,,,,,,,,,,5.042073000000528,5.074553700000251,5.1279384999998,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
None,37,white,0,0,0,0,0,18,18,18,5.157971599999655,,,,,,,,,,,,,,,5.128910400000677,5.157971599999655,5.238184900001215,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
None,39,blue,0,0,0,0,0,19,19,19,5.274542700000893,,,,,,,,,,,,,,,5.239475700000185,5.274542700000893,5.353007800000341,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
¿Recuerda el recorrido que realiza desde su cama hasta la cocina de su residencia?,1,green,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
¿Recuerda el recorrido que realiza desde su cama hasta la cocina de su residencia?,1,green,0,1,1,1,0,0,0,0,6.42335550000098,,,,,,,,,,,,5.354941600000529,5.406071000001248,6.353767500000686,6.387512499999502,6.42335550000098,6.437700800001039,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
¿Recuerda el trayecto que hace desde su casa hasta su lugar de trabajo?,3,red,0,1,1,1,0,1,1,1,6.474505700000009,,,,,,,,,,,,,,,6.438838400001259,6.474505700000009,6.551247100000182,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
¿Recuerda  algún inconveniente que ha  experimentado en el camino de su residencia a su lugar de trabajo?,5,white,0,1,1,1,0,2,2,2,6.5903871999998955,,,,,,,,,,,,,,,6.552299700000731,6.5903871999998955,6.638714000000618,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
¿Recuerda si hay algún lugar u objeto en su camino hacia el trabajo que le llame la atención?,7,blue,0,1,1,1,0,3,3,3,6.672974400000385,,,,,,,,,,,,,,,6.639683200000945,6.672974400000385,6.753047700000025,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
" ¿Recuerda el recorrido desde la entrada de su lugar de trabajo hasta su oficina, donde realiza sus funciones?",9,yellow,0,1,1,1,0,4,4,4,6.78972419999991,,,,,,,,,,,,,,,6.754603100000168,6.78972419999991,6.8378542000009475,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
¿Recuerda alguna actividad que realice durante los viajes de regreso a casa desde el trabajo para relajarse?,11,orange,0,1,1,1,0,5,5,5,6.873250500000722,,,,,,,,,,,,,,,6.838912600000185,6.873250500000722,6.958167000000685,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
¿Recuerda el trayecto que realiza desde su casa hasta el lugar donde realiza sus compras?,13,brown,0,1,1,1,0,6,6,6,6.989954800001215,,,,,,,,,,,,,,,6.959627899999759,6.989954800001215,7.036723299999721,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
¿Recuerda alguna situación divertida o interesante que haya experimentado durante el recorrido hacia el lugar de compras?,15,purple,0,1,1,1,0,7,7,7,7.0733183000011195,,,,,,,,,,,,,,,7.038088200000857,7.0733183000011195,7.155741900000066,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
 ¿Recuerda qué es lo primero que ve al llegar al lugar donde realiza sus compras?,17,green,0,1,1,1,0,8,8,8,7.189343800000643,,,,,,,,,,,,,,,7.15666710000005,7.189343800000643,7.2362806000001,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
¿Recuerda el recorrido desde su residencia hasta el centro de resonancia magnética?,19,red,0,1,1,1,0,9,9,9,7.272756399999707,,,,,,,,,,,,,,,7.237450500000705,7.272756399999707,7.354319899999609,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
None,21,white,0,1,1,1,0,10,10,10,7.389469100000497,,,,,,,,,,,,,,,7.355538800000431,7.389469100000497,7.4361824999996315,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
None,23,blue,0,1,1,1,0,11,11,11,7.47354389999964,,,,,,,,,,,,,,,7.437446400001136,7.47354389999964,7.553482000001168,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
None,25,yellow,0,1,1,1,0,12,12,12,7.589396700001089,,,,,,,,,,,,,,,7.554702200000975,7.589396700001089,7.637007600000288,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
None,27,orange,0,1,1,1,0,13,13,13,7.672506200000498,,,,,,,,,,,,,,,7.638207500000135,7.672506200000498,7.755554499999562,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
None,29,brown,0,1,1,1,0,14,14,14,7.789301900000282,,,,,,,,,,,,,,,7.75663220000024,7.789301900000282,7.841889999999694,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
None,31,purple,0,1,1,1,0,15,15,15,7.8925438999995094,,,,,,,,,,,,,,,7.843191100000695,7.8925438999995094,7.929240100000243,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
None,33,green,0,1,1,1,0,16,16,16,7.956326600000466,,,,,,,,,,,,,,,7.930869199999506,7.956326600000466,8.063275700000304,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
None,35,red,0,1,1,1,0,17,17,17,8.124998299999788,,,,,,,,,,,,,,,8.0647239000009,8.124998299999788,8.151112499999726,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
None,37,white,0,1,1,1,0,18,18,18,8.187824000000546,,,,,,,,,,,,,,,8.152712600000086,8.187824000000546,8.228340699999535,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
None,39,blue,0,1,1,1,0,19,19,19,8.257153900000048,,,,,,,,,,,,,,,8.228953499999989,8.257153900000048,8.351353600000948,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
¿Recuerda el trayecto que hace desde su casa hasta su lugar de trabajo?,3,red,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
¿Recuerda el recorrido que realiza desde su cama hasta la cocina de su residencia?,1,green,0,2,2,2,0,0,0,0,9.489041599999837,,,,,,,,,,,,8.353366400000596,8.419991900000241,9.338263200001165,9.438084900000831,,9.450906000000032,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
¿Recuerda el trayecto que hace desde su casa hasta su lugar de trabajo?,3,red,0,2,2,2,0,1,1,1,9.489041599999837,,,,,,,,,,,,,,,9.452261800000997,9.489041599999837,9.558554100000038,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
¿Recuerda  algún inconveniente que ha  experimentado en el camino de su residencia a su lugar de trabajo?,5,white,0,2,2,2,0,2,2,2,9.603907900000195,,,,,,,,,,,,,,,9.560002199999872,9.603907900000195,9.669708000001265,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
¿Recuerda si hay algún lugar u objeto en su camino hacia el trabajo que le llame la atención?,7,blue,0,2,2,2,0,3,3,3,9.703784700001052,,,,,,,,,,,,,,,9.670912999999928,9.703784700001052,9.752707999999984,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
" ¿Recuerda el recorrido desde la entrada de su lugar de trabajo hasta su oficina, donde realiza sus funciones?",9,yellow,0,2,2,2,0,4,4,4,9.787114099999599,,,,,,,,,,,,,,,9.753688400000101,9.787114099999599,9.835759800000233,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
¿Recuerda alguna actividad que realice durante los viajes de regreso a casa desde el trabajo para relajarse?,11,orange,0,2,2,2,0,5,5,5,9.870517900000777,,,,,,,,,,,,,,,9.836899100000664,9.870517900000777,9.936801500000001,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
¿Recuerda el trayecto que realiza desde su casa hasta el lugar donde realiza sus compras?,13,brown,0,2,2,2,0,6,6,6,9.97157580000021,,,,,,,,,,,,,,,9.938069499999983,9.97157580000021,10.062828600001012,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
¿Recuerda alguna situación divertida o interesante que haya experimentado durante el recorrido hacia el lugar de compras?,15,purple,0,2,2,2,0,7,7,7,10.155532500000845,,,,,,,,,,,,,,,10.070714400000725,10.155532500000845,10.16481229999954,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
 ¿Recuerda qué es lo primero que ve al llegar al lugar donde realiza sus compras?,17,green,0,2,2,2,0,8,8,8,10.187065500000244,,,,,,,,,,,,,,,10.165952700001071,10.187065500000244,10.234671100000924,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
¿Recuerda el recorrido desde su residencia hasta el centro de resonancia magnética?,19,red,0,2,2,2,0,9,9,9,10.291725600000063,,,,,,,,,,,,,,,10.236860299999535,10.291725600000063,10.386889499999597,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
None,21,white,0,2,2,2,0,10,10,10,10.440207400000872,,,,,,,,,,,,,,,10.388430099999823,10.440207400000872,10.471488099999988,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
None,23,blue,0,2,2,2,0,11,11,11,10.540820500000336,,,,,,,,,,,,,,,10.473595600000408,10.540820500000336,10.61083570000119,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
None,25,yellow,0,2,2,2,0,12,12,12,10.637176600001112,,,,,,,,,,,,,,,10.612025899999935,10.637176600001112,10.64456280000013,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
None,27,orange,0,2,2,2,0,13,13,13,10.672363100000439,,,,,,,,,,,,,,,10.64506910000091,10.672363100000439,10.772584199999983,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
None,29,brown,0,2,2,2,0,14,14,14,10.855329600000914,,,,,,,,,,,,,,,10.775325599999633,10.855329600000914,10.863335000000006,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
None,31,purple,0,2,2,2,0,15,15,15,10.889371900000697,,,,,,,,,,,,,,,10.866948500000944,10.889371900000697,10.976965400001063,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
None,33,green,0,2,2,2,0,16,16,16,11.021980400000757,,,,,,,,,,,,,,,10.978099500000098,11.021980400000757,11.046037899999646,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
None,35,red,0,2,2,2,0,17,17,17,11.092607800001133,,,,,,,,,,,,,,,11.050780999999915,11.092607800001133,11.137490799999796,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
None,37,white,0,2,2,2,0,18,18,18,11.169725800000379,,,,,,,,,,,,,,,11.139045500000066,11.169725800000379,11.258319800001118,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
None,39,blue,0,2,2,2,0,19,19,19,11.28722469999957,,,,,,,,,,,,,,,11.259509700001217,11.28722469999957,11.342331699999704,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
¿Recuerda  algún inconveniente que ha  experimentado en el camino de su residencia a su lugar de trabajo?,5,white,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
¿Recuerda el recorrido que realiza desde su cama hasta la cocina de su residencia?,1,green,0,3,3,3,0,0,0,0,12.40135250000094,,,,,,,,,,,,11.343499800001155,11.40329980000024,12.33952599999975,12.37218220000068,12.40135250000094,12.448957300000984,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
¿Recuerda el trayecto que hace desde su casa hasta su lugar de trabajo?,3,red,0,3,3,3,0,1,1,1,12.484831699999631,,,,,,,,,,,,,,,12.450340800000049,12.484831699999631,12.536258899999666,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
¿Recuerda  algún inconveniente que ha  experimentado en el camino de su residencia a su lugar de trabajo?,5,white,0,3,3,3,0,2,2,2,12.56897730000128,,,,,,,,,,,,,,,12.537425900000017,12.56897730000128,12.655364100000952,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
¿Recuerda si hay algún lugar u objeto en su camino hacia el trabajo que le llame la atención?,7,blue,0,3,3,3,0,3,3,3,12.685805799999798,,,,,,,,,,,,,,,12.656651499999498,12.685805799999798,12.76087279999956,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
" ¿Recuerda el recorrido desde la entrada de su lugar de trabajo hasta su oficina, donde realiza sus funciones?",9,yellow,0,3,3,3,0,4,4,4,12.803383000000395,,,,,,,,,,,,,,,12.764319400001114,12.803383000000395,12.83319400000073,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
¿Recuerda alguna actividad que realice durante los viajes de regreso a casa desde el trabajo para relajarse?,11,orange,0,3,3,3,0,5,5,5,12.889711100000568,,,,,,,,,,,,,,,12.835046899999725,12.889711100000568,12.982879400000456,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
¿Recuerda el trayecto que realiza desde su casa hasta el lugar donde realiza sus compras?,13,brown,0,3,3,3,0,6,6,6,13.037090199999511,,,,,,,,,,,,,,,12.98423300000104,13.037090199999511,13.069324199999755,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
¿Recuerda alguna situación divertida o interesante que haya experimentado durante el recorrido hacia el lugar de compras?,15,purple,0,3,3,3,0,7,7,7,13.155865300001096,,,,,,,,,,,,,,,13.071119100000942,13.155865300001096,13.17208490000121,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
 ¿Recuerda qué es lo primero que ve al llegar al lugar donde realiza sus compras?,17,green,0,3,3,3,0,8,8,8,13.202383100000588,,,,,,,,,,,,,,,13.17292389999966,13.202383100000588,13.266518100001122,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
¿Recuerda el recorrido desde su residencia hasta el centro de resonancia magnética?,19,red,0,3,3,3,0,9,9,9,13.301639400000568,,,,,,,,,,,,,,,13.267753600001015,13.301639400000568,13.372519599999578,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
None,21,white,0,3,3,3,0,10,10,10,13.418117400000483,,,,,,,,,,,,,,,13.374102499999935,13.418117400000483,13.43987990000096,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
None,23,blue,0,3,3,3,0,11,11,11,13.467267500000162,,,,,,,,,,,,,,,13.441208199999892,13.467267500000162,13.54918859999998,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
None,25,yellow,0,3,3,3,0,12,12,12,13.583875100001023,,,,,,,,,,,,,,,13.550367600000754,13.583875100001023,13.63407030000053,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
None,27,orange,0,3,3,3,0,13,13,13,13.667072199999893,,,,,,,,,,,,,,,13.635051999999632,13.667072199999893,13.751284699999815,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
None,29,brown,0,3,3,3,0,14,14,14,13.784131600001274,,,,,,,,,,,,,,,13.75241300000016,13.784131600001274,13.833946599999763,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
None,31,purple,0,3,3,3,0,15,15,15,13.867399900000237,,,,,,,,,,,,,,,13.83530570000039,13.867399900000237,13.951563200000237,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
None,33,green,0,3,3,3,0,16,16,16,13.984209800000826,,,,,,,,,,,,,,,13.952688800000033,13.984209800000826,14.033958899999561,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
None,35,red,0,3,3,3,0,17,17,17,14.067153400001189,,,,,,,,,,,,,,,14.035102199999528,14.067153400001189,14.1376180999996,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
None,37,white,0,3,3,3,0,18,18,18,14.167054100000314,,,,,,,,,,,,,,,14.138660399999935,14.167054100000314,14.249138700000913,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
None,39,blue,0,3,3,3,0,19,19,19,14.283831000000646,,,,,,,,,,,,,,,14.250298200000543,14.283831000000646,14.339143700000932,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
¿Recuerda si hay algún lugar u objeto en su camino hacia el trabajo que le llame la atención?,7,blue,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
¿Recuerda el recorrido que realiza desde su cama hasta la cocina de su residencia?,1,green,0,4,4,4,0,0,0,0,15.415541300000768,,,,,,,,,,,,14.3403255000012,14.398434400000042,15.336724000000686,15.380546200000026,15.415541300000768,15.431610900001033,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
¿Recuerda el trayecto que hace desde su casa hasta su lugar de trabajo?,3,red,0,4,4,4,0,1,1,1,15.465628400001151,,,,,,,,,,,,,,,15.432794399999693,15.465628400001151,15.55066319999969,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
¿Recuerda  algún inconveniente que ha  experimentado en el camino de su residencia a su lugar de trabajo?,5,white,0,4,4,4,0,2,2,2,15.582124399999884,,,,,,,,,,,,,,,15.551668000000063,15.582124399999884,15.650864100000035,,,,012346,001,2024-04-28_12h41.59.549,ArchivoPrueba,2024.1.1,None,2024-04-28 12h42.11.651648 -0500,
