PreguntaOff,PreguntaOn,Colors,Prueba.thisRepN,Prueba.thisTrialN,Prueba.thisN,Prueba.thisIndex,RepeticionOn.thisRepN,RepeticionOn.thisTrialN,RepeticionOn.thisN,RepeticionOn.thisIndex,thisRow.t,notes,introducción_3.started,introducción.started,mouse.started,introducción_3.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,Off.started,CondicionOff.started,Off.stopped,On.started,On.stopped,CondicionOn.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
None,35,red,0,3,3,3,0,17,17,17,19.652476999999635,,,,,,,,,,,,,,,19.619602300001134,19.723319500000798,19.652476999999635,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
None,37,white,0,3,3,3,0,18,18,18,19.769931000000724,,,,,,,,,,,,,,,19.725695500001166,19.84443520000059,19.769931000000724,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
None,39,blue,0,3,3,3,0,19,19,19,19.886915200000658,,,,,,,,,,,,,,,19.848205700000108,19.909953100001076,19.886915200000658,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
¿Recuerda si hay algún lugar u objeto en su camino hacia el trabajo que le llame la atención?,7,blue,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
¿Recuerda el recorrido que realiza desde su cama hasta la cocina de su residencia?,1,green,0,4,4,4,0,0,0,0,21.017891499999678,,,,,,,,,,,,19.913584100000662,20.018093399999998,20.9244877000001,20.972730600000432,21.041418000000704,21.017891499999678,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
¿Recuerda el trayecto que hace desde su casa hasta su lugar de trabajo?,3,red,0,4,4,4,0,1,1,1,21.083760299999994,,,,,,,,,,,,,,,21.042980300000636,21.155854399999953,21.083760299999994,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
¿Recuerda  algún inconveniente que ha  experimentado en el camino de su residencia a su lugar de trabajo?,5,white,0,4,4,4,0,2,2,2,21.20085409999956,,,,,,,,,,,,,,,21.15711949999968,21.22532610000053,21.20085409999956,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
¿Recuerda si hay algún lugar u objeto en su camino hacia el trabajo que le llame la atención?,7,blue,0,4,4,4,0,3,3,3,21.267431399999623,,,,,,,,,,,,,,,21.22828970000046,21.337113800000225,21.267431399999623,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
" ¿Recuerda el recorrido desde la entrada de su lugar de trabajo hasta su oficina, donde realiza sus funciones?",9,yellow,0,4,4,4,0,4,4,4,21.384591199999704,,,,,,,,,,,,,,,21.33880280000085,21.413016500000595,21.384591199999704,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
¿Recuerda alguna actividad que realice durante los viajes de regreso a casa desde el trabajo para relajarse?,11,orange,0,4,4,4,0,5,5,5,21.450683999999455,,,,,,,,,,,,,,,21.414254700001038,21.521118200000274,21.450683999999455,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
¿Recuerda el trayecto que realiza desde su casa hasta el lugar donde realiza sus compras?,13,brown,0,4,4,4,0,6,6,6,21.568100800001048,,,,,,,,,,,,,,,21.522447499999544,21.651425399999425,21.568100800001048,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
¿Recuerda alguna situación divertida o interesante que haya experimentado durante el recorrido hacia el lugar de compras?,15,purple,0,4,4,4,0,7,7,7,21.701457799999844,,,,,,,,,,,,,,,21.65505680000024,21.724002400000245,21.701457799999844,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
 ¿Recuerda qué es lo primero que ve al llegar al lugar donde realiza sus compras?,17,green,0,4,4,4,0,8,8,8,21.76812880000034,,,,,,,,,,,,,,,21.725531000000046,21.834621300000435,21.76812880000034,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
¿Recuerda el recorrido desde su residencia hasta el centro de resonancia magnética?,19,red,0,4,4,4,0,9,9,9,21.866856800001187,,,,,,,,,,,,,,,21.836174199999732,21.93748080000114,21.866856800001187,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
None,21,white,0,4,4,4,0,10,10,10,21.967203199999858,,,,,,,,,,,,,,,21.93880790000003,22.039693400000033,21.967203199999858,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
None,23,blue,0,4,4,4,0,11,11,11,22.083437400000548,,,,,,,,,,,,,,,22.040895600001022,22.153367700000672,22.083437400000548,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
None,25,yellow,0,4,4,4,0,12,12,12,22.20033760000115,,,,,,,,,,,,,,,22.154761300000246,22.225486600000295,22.20033760000115,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
None,27,orange,0,4,4,4,0,13,13,13,22.267403800000466,,,,,,,,,,,,,,,22.228653800000757,22.34594389999984,22.267403800000466,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
None,29,brown,0,4,4,4,0,14,14,14,22.383426000000327,,,,,,,,,,,,,,,22.34712489999947,22.455961900001057,22.383426000000327,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
None,31,purple,0,4,4,4,0,15,15,15,22.49990389999948,,,,,,,,,,,,,,,22.457363800000167,22.523744899999656,22.49990389999948,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
None,33,green,0,4,4,4,0,16,16,16,22.56739379999999,,,,,,,,,,,,,,,22.525263900000937,22.640522900001088,22.56739379999999,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
None,35,red,0,4,4,4,0,17,17,17,22.68284020000101,,,,,,,,,,,,,,,22.642129699999714,22.76281419999941,22.68284020000101,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
None,37,white,0,4,4,4,0,18,18,18,22.799776800000473,,,,,,,,,,,,,,,22.76433309999993,22.821157100001074,22.799776800000473,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
None,39,blue,0,4,4,4,0,19,19,19,22.86626190000061,,,,,,,,,,,,,,,22.822435699999915,22.924761500000386,22.86626190000061,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
" ¿Recuerda el recorrido desde la entrada de su lugar de trabajo hasta su oficina, donde realiza sus funciones?",9,yellow,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
¿Recuerda el recorrido que realiza desde su cama hasta la cocina de su residencia?,1,green,0,5,5,5,0,0,0,0,23.99821929999962,,,,,,,,,,,,22.929273400000966,22.99990869999965,23.918039100000897,23.964158400000088,24.025823100000707,23.99821929999962,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
¿Recuerda el trayecto que hace desde su casa hasta su lugar de trabajo?,3,red,0,5,5,5,0,1,1,1,24.081105999999636,,,,,,,,,,,,,,,24.028168000000733,24.13434000000052,24.081105999999636,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
¿Recuerda  algún inconveniente que ha  experimentado en el camino de su residencia a su lugar de trabajo?,5,white,0,5,5,5,0,2,2,2,24.181455600000845,,,,,,,,,,,,,,,24.13572260000001,24.24020550000023,24.181455600000845,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
¿Recuerda si hay algún lugar u objeto en su camino hacia el trabajo que le llame la atención?,7,blue,0,5,5,5,0,3,3,3,24.282195499999943,,,,,,,,,,,,,,,24.243069500000274,24.308657200001107,24.282195499999943,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
" ¿Recuerda el recorrido desde la entrada de su lugar de trabajo hasta su oficina, donde realiza sus funciones?",9,yellow,0,5,5,5,0,4,4,4,24.348060399999667,,,,,,,,,,,,,,,24.311210899999423,24.416612299999542,24.348060399999667,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
¿Recuerda alguna actividad que realice durante los viajes de regreso a casa desde el trabajo para relajarse?,11,orange,0,5,5,5,0,5,5,5,24.448097500000586,,,,,,,,,,,,,,,24.41776000000027,24.525351399999636,24.448097500000586,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
¿Recuerda el trayecto que realiza desde su casa hasta el lugar donde realiza sus compras?,13,brown,0,5,5,5,0,6,6,6,24.581488800000443,,,,,,,,,,,,,,,24.52734650000093,24.606423900000664,24.581488800000443,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
¿Recuerda alguna situación divertida o interesante que haya experimentado durante el recorrido hacia el lugar de compras?,15,purple,0,5,5,5,0,7,7,7,24.6477902000006,,,,,,,,,,,,,,,24.608921299999565,24.714163099999496,24.6477902000006,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
 ¿Recuerda qué es lo primero que ve al llegar al lugar donde realiza sus compras?,17,green,0,5,5,5,0,8,8,8,24.74777879999965,,,,,,,,,,,,,,,24.71540880000066,24.823181199999453,24.74777879999965,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
¿Recuerda el recorrido desde su residencia hasta el centro de resonancia magnética?,19,red,0,5,5,5,0,9,9,9,24.86429450000105,,,,,,,,,,,,,,,24.82628509999995,24.929964400000244,24.86429450000105,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
None,21,white,0,5,5,5,0,10,10,10,24.963616099999854,,,,,,,,,,,,,,,24.931378700001005,25.015034399999422,24.963616099999854,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
None,23,blue,0,5,5,5,0,11,11,11,25.064290100001017,,,,,,,,,,,,,,,25.0161793999996,25.112898200000927,25.064290100001017,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
None,25,yellow,0,5,5,5,0,12,12,12,25.147426200001064,,,,,,,,,,,,,,,25.114257400000497,25.231439900000623,25.147426200001064,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
None,27,orange,0,5,5,5,0,13,13,13,25.263735200000156,,,,,,,,,,,,,,,25.23247740000079,25.3143555000006,25.263735200000156,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
None,29,brown,0,5,5,5,0,14,14,14,25.347256099999868,,,,,,,,,,,,,,,25.315457900000183,25.431775600000037,25.347256099999868,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
None,31,purple,0,5,5,5,0,15,15,15,25.463637400000152,,,,,,,,,,,,,,,25.433014700000058,25.514002699999764,25.463637400000152,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
None,33,green,0,5,5,5,0,16,16,16,25.54683930000101,,,,,,,,,,,,,,,25.515095599999768,25.630043099999966,25.54683930000101,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
None,35,red,0,5,5,5,0,17,17,17,25.663621499999863,,,,,,,,,,,,,,,25.631223500000488,25.71596810000119,25.663621499999863,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
None,37,white,0,5,5,5,0,18,18,18,25.746626000000106,,,,,,,,,,,,,,,25.717062600000645,25.830079400000614,25.746626000000106,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
None,39,blue,0,5,5,5,0,19,19,19,25.8633506999995,,,,,,,,,,,,,,,25.831212200000664,25.91184120000071,25.8633506999995,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
¿Recuerda alguna actividad que realice durante los viajes de regreso a casa desde el trabajo para relajarse?,11,orange,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
¿Recuerda el recorrido que realiza desde su cama hasta la cocina de su residencia?,1,green,0,6,6,6,0,0,0,0,27.01242380000076,,,,,,,,,,,,25.913265900000624,25.963372000000163,26.915421300000162,26.96958480000103,27.03318990000116,27.01242380000076,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
¿Recuerda el trayecto que hace desde su casa hasta su lugar de trabajo?,3,red,0,6,6,6,0,1,1,1,27.078403400000752,,,,,,,,,,,,,,,27.034484100000554,27.12774990000071,27.078403400000752,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
¿Recuerda  algún inconveniente que ha  experimentado en el camino de su residencia a su lugar de trabajo?,5,white,0,6,6,6,0,2,2,2,27.161575600001015,,,,,,,,,,,,,,,27.129315199999837,27.233353699999498,27.161575600001015,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
¿Recuerda si hay algún lugar u objeto en su camino hacia el trabajo que le llame la atención?,7,blue,0,6,6,6,0,3,3,3,27.27844510000068,,,,,,,,,,,,,,,27.23468810000122,27.331545000000915,27.27844510000068,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
" ¿Recuerda el recorrido desde la entrada de su lugar de trabajo hasta su oficina, donde realiza sus funciones?",9,yellow,0,6,6,6,0,4,4,4,27.362071699999433,,,,,,,,,,,,,,,27.332706999999573,27.427709200001118,27.362071699999433,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
¿Recuerda alguna actividad que realice durante los viajes de regreso a casa desde el trabajo para relajarse?,11,orange,0,6,6,6,0,5,5,5,27.46179149999989,,,,,,,,,,,,,,,27.428881900001215,27.510533200000282,27.46179149999989,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
¿Recuerda el trayecto que realiza desde su casa hasta el lugar donde realiza sus compras?,13,brown,0,6,6,6,0,6,6,6,27.544678500000373,,,,,,,,,,,,,,,27.51177000000098,27.629750399999466,27.544678500000373,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
¿Recuerda alguna situación divertida o interesante que haya experimentado durante el recorrido hacia el lugar de compras?,15,purple,0,6,6,6,0,7,7,7,27.66178890000083,,,,,,,,,,,,,,,27.63105759999962,27.72897340000054,27.66178890000083,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
 ¿Recuerda qué es lo primero que ve al llegar al lugar donde realiza sus compras?,17,green,0,6,6,6,0,8,8,8,27.76225119999981,,,,,,,,,,,,,,,27.730201500000476,27.81104140000025,27.76225119999981,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
¿Recuerda el recorrido desde su residencia hasta el centro de resonancia magnética?,19,red,0,6,6,6,0,9,9,9,27.845192700000553,,,,,,,,,,,,,,,27.81237340000007,27.9278374000005,27.845192700000553,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
None,21,white,0,6,6,6,0,10,10,10,27.96135839999988,,,,,,,,,,,,,,,27.929831900000863,28.012233900000865,27.96135839999988,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
None,23,blue,0,6,6,6,0,11,11,11,28.061332700001003,,,,,,,,,,,,,,,28.013722699999562,28.110571999999593,28.061332700001003,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
None,25,yellow,0,6,6,6,0,12,12,12,28.144771799999944,,,,,,,,,,,,,,,28.111742700000832,28.225742500000706,28.144771799999944,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
None,27,orange,0,6,6,6,0,13,13,13,28.261223299999983,,,,,,,,,,,,,,,28.22760759999983,28.311236200001076,28.261223299999983,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
None,29,brown,0,6,6,6,0,14,14,14,28.344134700000723,,,,,,,,,,,,,,,28.312373700000535,28.42896660000042,28.344134700000723,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
None,31,purple,0,6,6,6,0,15,15,15,28.460875700000543,,,,,,,,,,,,,,,28.43007369999941,28.512338599999566,28.460875700000543,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
None,33,green,0,6,6,6,0,16,16,16,28.54462860000058,,,,,,,,,,,,,,,28.513474700001098,28.610860599999796,28.54462860000058,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
None,35,red,0,6,6,6,0,17,17,17,28.64387379999971,,,,,,,,,,,,,,,28.612001800000144,28.71324529999947,28.64387379999971,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
None,37,white,0,6,6,6,0,18,18,18,28.744645700000547,,,,,,,,,,,,,,,28.71443900000122,28.81594650000079,28.744645700000547,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
None,39,blue,0,6,6,6,0,19,19,19,28.860781499999575,,,,,,,,,,,,,,,28.8172512000001,28.927830900000117,28.860781499999575,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
¿Recuerda el trayecto que realiza desde su casa hasta el lugar donde realiza sus compras?,13,brown,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
¿Recuerda el recorrido que realiza desde su cama hasta la cocina de su residencia?,1,green,0,7,7,7,0,0,0,0,29.993122300000323,,,,,,,,,,,,28.92937830000119,28.977125600000363,29.929126999999426,29.967296099999658,30.01055980000092,29.993122300000323,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
¿Recuerda el trayecto que hace desde su casa hasta su lugar de trabajo?,3,red,0,7,7,7,0,1,1,1,30.04354070000045,,,,,,,,,,,,,,,30.011652700000923,30.127328800001123,30.04354070000045,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
¿Recuerda  algún inconveniente que ha  experimentado en el camino de su residencia a su lugar de trabajo?,5,white,0,7,7,7,0,2,2,2,30.15934399999969,,,,,,,,,,,,,,,30.128469799999948,30.209418200000073,30.15934399999969,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
¿Recuerda si hay algún lugar u objeto en su camino hacia el trabajo que le llame la atención?,7,blue,0,7,7,7,0,3,3,3,30.242893900000126,,,,,,,,,,,,,,,30.210585700000593,30.32661510000071,30.242893900000126,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
" ¿Recuerda el recorrido desde la entrada de su lugar de trabajo hasta su oficina, donde realiza sus funciones?",9,yellow,0,7,7,7,0,4,4,4,30.359353499999997,,,,,,,,,,,,,,,30.32770259999961,30.409176600000137,30.359353499999997,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
¿Recuerda alguna actividad que realice durante los viajes de regreso a casa desde el trabajo para relajarse?,11,orange,0,7,7,7,0,5,5,5,30.44268110000121,,,,,,,,,,,,,,,30.410385799999858,30.51075680000031,30.44268110000121,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
¿Recuerda el trayecto que realiza desde su casa hasta el lugar donde realiza sus compras?,13,brown,0,7,7,7,0,6,6,6,30.543060300000434,,,,,,,,,,,,,,,30.51180370000111,30.62666150000041,30.543060300000434,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
¿Recuerda alguna situación divertida o interesante que haya experimentado durante el recorrido hacia el lugar de compras?,15,purple,0,7,7,7,0,7,7,7,30.659134300000005,,,,,,,,,,,,,,,30.627780700000585,30.710141900000963,30.659134300000005,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
 ¿Recuerda qué es lo primero que ve al llegar al lugar donde realiza sus compras?,17,green,0,7,7,7,0,8,8,8,30.742608500000642,,,,,,,,,,,,,,,30.711318499999834,30.826853800001118,30.742608500000642,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
¿Recuerda el recorrido desde su residencia hasta el centro de resonancia magnética?,19,red,0,7,7,7,0,9,9,9,30.858755100000053,,,,,,,,,,,,,,,30.82791569999972,30.909443700000338,30.858755100000053,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
None,21,white,0,7,7,7,0,10,10,10,30.942215000000942,,,,,,,,,,,,,,,30.910628100000395,31.03388190000078,30.942215000000942,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
None,23,blue,0,7,7,7,0,11,11,11,31.07541339999989,,,,,,,,,,,,,,,31.036806800000704,31.126604700000826,31.07541339999989,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
None,25,yellow,0,7,7,7,0,12,12,12,31.158550899999682,,,,,,,,,,,,,,,31.127658499999598,31.208764099999826,31.158550899999682,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
None,27,orange,0,7,7,7,0,13,13,13,31.24200650000057,,,,,,,,,,,,,,,31.2099003000003,31.327132000000347,31.24200650000057,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
None,29,brown,0,7,7,7,0,14,14,14,31.35857709999982,,,,,,,,,,,,,,,31.328158899999835,31.408824100000857,31.35857709999982,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
None,31,purple,0,7,7,7,0,15,15,15,31.44183090000115,,,,,,,,,,,,,,,31.410055399999692,31.511754099999962,31.44183090000115,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
None,33,green,0,7,7,7,0,16,16,16,31.541648300000816,,,,,,,,,,,,,,,31.512766499999998,31.61175320000075,31.541648300000816,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
None,35,red,0,7,7,7,0,17,17,17,31.657731100000092,,,,,,,,,,,,,,,31.61307029999989,31.72924840000087,31.657731100000092,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
None,37,white,0,7,7,7,0,18,18,18,31.75758769999993,,,,,,,,,,,,,,,31.730420500000037,31.80795510000098,31.75758769999993,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
None,39,blue,0,7,7,7,0,19,19,19,31.840745999999854,,,,,,,,,,,,,,,31.809302200001184,31.92123309999988,31.840745999999854,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
¿Recuerda alguna situación divertida o interesante que haya experimentado durante el recorrido hacia el lugar de compras?,15,purple,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
¿Recuerda el recorrido que realiza desde su cama hasta la cocina de su residencia?,1,green,0,8,8,8,0,0,0,0,32.97338950000085,,,,,,,,,,,,31.923247400000037,31.972622400000546,32.91106680000121,32.9460111999997,33.041419600000154,32.97338950000085,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
¿Recuerda el trayecto que hace desde su casa hasta su lugar de trabajo?,3,red,0,8,8,8,0,1,1,1,33.07219729999997,,,,,,,,,,,,,,,33.042351100000815,33.12974140000006,33.07219729999997,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
¿Recuerda  algún inconveniente que ha  experimentado en el camino de su residencia a su lugar de trabajo?,5,white,0,8,8,8,0,2,2,2,33.15520959999958,,,,,,,,,,,,,,,33.130256700000245,33.21249019999959,33.15520959999958,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
¿Recuerda si hay algún lugar u objeto en su camino hacia el trabajo que le llame la atención?,7,blue,0,8,8,8,0,3,3,3,33.2386103000008,,,,,,,,,,,,,,,33.21307499999966,33.315389700001106,33.2386103000008,378311,001,2024-04-28_12h57.39.364,ArchivoPrueba,2024.1.1,None,2024-04-28 12h57.58.255563 -0500,
