PreguntaOn,PreguntaOff,Colors,Prueba.thisRepN,Prueba.thisTrialN,Prueba.thisN,Prueba.thisIndex,RepeticionOn.thisRepN,RepeticionOn.thisTrialN,RepeticionOn.thisN,RepeticionOn.thisIndex,thisRow.t,notes,introducción_3.started,introducción.started,mouse.started,introducción_3.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,On.started,CondicionOn.started,On.stopped,Off.started,CondicionOff.started,Off.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
None,29,brown,0,3,3,3,0,14,14,14,18.263790900004096,,,,,,,,,,,,,,,18.223962000003667,18.263790900004096,18.346167399999104,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
None,31,purple,0,3,3,3,0,15,15,15,18.39700509999966,,,,,,,,,,,,,,,18.347630099997332,18.39700509999966,18.424357100004272,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
None,33,green,0,3,3,3,0,16,16,16,18.463839199997892,,,,,,,,,,,,,,,18.42597409999871,18.463839199997892,18.530277800004114,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
None,35,red,0,3,3,3,0,17,17,17,18.58041840000078,,,,,,,,,,,,,,,18.53195340000093,18.58041840000078,18.608650499998475,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
None,37,white,0,3,3,3,0,18,18,18,18.64715140000044,,,,,,,,,,,,,,,18.610342899999523,18.64715140000044,18.72315840000374,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
None,39,blue,0,3,3,3,0,19,19,19,18.76344049999898,,,,,,,,,,,,,,,18.724801000003936,18.76344049999898,18.83464660000027,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
¿Recuerda si hay algún lugar u objeto en su camino hacia el trabajo que le llame la atención?,7,blue,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
¿Recuerda el recorrido que realiza desde su cama hasta la cocina de su residencia?,1,green,0,4,4,4,0,0,0,0,19.945452699997986,,,,,,,,,,,,18.836425399997097,18.94370689999778,19.840055499997106,19.895627400001104,,19.90616350000346,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
¿Recuerda el trayecto que hace desde su casa hasta su lugar de trabajo?,3,red,0,4,4,4,0,1,1,1,19.945452699997986,,,,,,,,,,,,,,,19.907437200003187,19.945452699997986,20.014460799997323,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
¿Recuerda  algún inconveniente que ha  experimentado en el camino de su residencia a su lugar de trabajo?,5,white,0,4,4,4,0,2,2,2,20.045483499998227,,,,,,,,,,,,,,,20.015601200000674,20.045483499998227,20.134606100000383,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
¿Recuerda si hay algún lugar u objeto en su camino hacia el trabajo que le llame la atención?,7,blue,0,4,4,4,0,3,3,3,20.178594999997586,,,,,,,,,,,,,,,20.136126800003694,20.178594999997586,20.20491349999793,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
" ¿Recuerda el recorrido desde la entrada de su lugar de trabajo hasta su oficina, donde realiza sus funciones?",9,yellow,0,4,4,4,0,4,4,4,20.245733100004145,,,,,,,,,,,,,,,20.206627200001094,20.245733100004145,20.32316870000068,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
¿Recuerda alguna actividad que realice durante los viajes de regreso a casa desde el trabajo para relajarse?,11,orange,0,4,4,4,0,5,5,5,20.36208120000083,,,,,,,,,,,,,,,20.324639899998147,20.36208120000083,20.44315590000042,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
¿Recuerda el trayecto que realiza desde su casa hasta el lugar donde realiza sus compras?,13,brown,0,4,4,4,0,6,6,6,20.495201800003997,,,,,,,,,,,,,,,20.444611600003554,20.495201800003997,20.52126539999881,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
¿Recuerda alguna situación divertida o interesante que haya experimentado durante el recorrido hacia el lugar de compras?,15,purple,0,4,4,4,0,7,7,7,20.578493300003174,,,,,,,,,,,,,,,20.523011600002064,20.578493300003174,20.599672800002736,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
 ¿Recuerda qué es lo primero que ve al llegar al lugar donde realiza sus compras?,17,green,0,4,4,4,0,8,8,8,20.645066199998837,,,,,,,,,,,,,,,20.601001100003486,20.645066199998837,20.71151059999829,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
¿Recuerda el recorrido desde su residencia hasta el centro de resonancia magnética?,19,red,0,4,4,4,0,9,9,9,20.745382699999027,,,,,,,,,,,,,,,20.71304660000169,20.745382699999027,20.81168030000117,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
None,21,white,0,4,4,4,0,10,10,10,20.845017699997697,,,,,,,,,,,,,,,20.813044299997273,20.845017699997697,20.915793599997414,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
None,23,blue,0,4,4,4,0,11,11,11,20.96163279999746,,,,,,,,,,,,,,,20.917416199998115,20.96163279999746,21.03930190000392,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
None,25,yellow,0,4,4,4,0,12,12,12,21.078514300003008,,,,,,,,,,,,,,,21.041047500002605,21.078514300003008,21.104005400004098,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
None,27,orange,0,4,4,4,0,13,13,13,21.145090300000447,,,,,,,,,,,,,,,21.10617579999962,21.145090300000447,21.207117800004198,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
None,29,brown,0,4,4,4,0,14,14,14,21.2440065999981,,,,,,,,,,,,,,,21.208180800000264,21.2440065999981,21.315105599998788,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
None,31,purple,0,4,4,4,0,15,15,15,21.361418599997705,,,,,,,,,,,,,,,21.316579500002263,21.361418599997705,21.397417000000132,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
None,33,green,0,4,4,4,0,16,16,16,21.444551200002024,,,,,,,,,,,,,,,21.399537600002077,21.444551200002024,21.515784600000188,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
None,35,red,0,4,4,4,0,17,17,17,21.56064989999868,,,,,,,,,,,,,,,21.517068900000595,21.56064989999868,21.638069200002064,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
None,37,white,0,4,4,4,0,18,18,18,21.693663700003526,,,,,,,,,,,,,,,21.639787599997362,21.693663700003526,21.719356100002187,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
None,39,blue,0,4,4,4,0,19,19,19,21.760893500002567,,,,,,,,,,,,,,,21.720887900002708,21.760893500002567,21.833005000000412,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
" ¿Recuerda el recorrido desde la entrada de su lugar de trabajo hasta su oficina, donde realiza sus funciones?",9,yellow,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
¿Recuerda el recorrido que realiza desde su cama hasta la cocina de su residencia?,1,green,0,5,5,5,0,0,0,0,22.893313799999305,,,,,,,,,,,,21.835219500004314,21.89381339999818,22.814314600000216,22.85759639999742,22.893313799999305,22.914280600001803,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
¿Recuerda el trayecto que hace desde su casa hasta su lugar de trabajo?,3,red,0,5,5,5,0,1,1,1,22.959849400001985,,,,,,,,,,,,,,,22.9165834000014,22.959849400001985,23.036607599999115,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
¿Recuerda  algún inconveniente que ha  experimentado en el camino de su residencia a su lugar de trabajo?,5,white,0,5,5,5,0,2,2,2,23.076858400003402,,,,,,,,,,,,,,,23.03806210000039,23.076858400003402,23.10404749999725,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
¿Recuerda si hay algún lugar u objeto en su camino hacia el trabajo que le llame la atención?,7,blue,0,5,5,5,0,3,3,3,23.159669400003622,,,,,,,,,,,,,,,23.10549400000309,23.159669400003622,23.23973280000064,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
" ¿Recuerda el recorrido desde la entrada de su lugar de trabajo hasta su oficina, donde realiza sus funciones?",9,yellow,0,5,5,5,0,4,4,4,23.2929282000041,,,,,,,,,,,,,,,23.24139699999796,23.2929282000041,23.3238566,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
¿Recuerda alguna actividad que realice durante los viajes de regreso a casa desde el trabajo para relajarse?,11,orange,0,5,5,5,0,5,5,5,23.36080120000406,,,,,,,,,,,,,,,23.325287699997716,23.36080120000406,23.431553800000984,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
¿Recuerda el trayecto que realiza desde su casa hasta el lugar donde realiza sus compras?,13,brown,0,5,5,5,0,6,6,6,23.47635050000099,,,,,,,,,,,,,,,23.43324179999763,23.47635050000099,23.504323000001023,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
¿Recuerda alguna situación divertida o interesante que haya experimentado durante el recorrido hacia el lugar de compras?,15,purple,0,5,5,5,0,7,7,7,23.542997800002922,,,,,,,,,,,,,,,23.505941900002654,23.542997800002922,23.614236000001256,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
 ¿Recuerda qué es lo primero que ve al llegar al lugar donde realiza sus compras?,17,green,0,5,5,5,0,8,8,8,23.659609800000908,,,,,,,,,,,,,,,23.615823599997384,23.659609800000908,23.736827499997162,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
¿Recuerda el recorrido desde su residencia hasta el centro de resonancia magnética?,19,red,0,5,5,5,0,9,9,9,23.77637720000348,,,,,,,,,,,,,,,23.738341299998865,23.77637720000348,23.804794800002128,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
None,21,white,0,5,5,5,0,10,10,10,23.842748299997766,,,,,,,,,,,,,,,23.806671400001505,23.842748299997766,23.922140100003162,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
None,23,blue,0,5,5,5,0,11,11,11,23.959098300001642,,,,,,,,,,,,,,,23.923646800001734,23.959098300001642,24.038370399997802,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
None,25,yellow,0,5,5,5,0,12,12,12,24.075556199997663,,,,,,,,,,,,,,,24.039996500003326,24.075556199997663,24.10487060000014,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
None,27,orange,0,5,5,5,0,13,13,13,24.159986200000276,,,,,,,,,,,,,,,24.106309700000565,24.159986200000276,24.254026599999634,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
None,29,brown,0,5,5,5,0,14,14,14,24.29188830000203,,,,,,,,,,,,,,,24.255783200002043,24.29188830000203,24.317598200002976,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
None,31,purple,0,5,5,5,0,15,15,15,24.35882120000315,,,,,,,,,,,,,,,24.319350199999462,24.35882120000315,24.43547789999866,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
None,33,green,0,5,5,5,0,16,16,16,24.475414900000033,,,,,,,,,,,,,,,24.437146199998097,24.475414900000033,24.506062200001907,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
None,35,red,0,5,5,5,0,17,17,17,24.55816649999906,,,,,,,,,,,,,,,24.50754500000039,24.55816649999906,24.63762030000362,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
None,37,white,0,5,5,5,0,18,18,18,24.6756905000002,,,,,,,,,,,,,,,24.639417200000025,24.6756905000002,24.7022386000026,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
None,39,blue,0,5,5,5,0,19,19,19,24.74184460000106,,,,,,,,,,,,,,,24.703804199998558,24.74184460000106,24.812810399998853,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
¿Recuerda alguna actividad que realice durante los viajes de regreso a casa desde el trabajo para relajarse?,11,orange,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
¿Recuerda el recorrido que realiza desde su cama hasta la cocina de su residencia?,1,green,0,6,6,6,0,0,0,0,25.9069559999989,,,,,,,,,,,,24.814849200003664,24.87500159999763,25.817315899999812,25.863923700002488,25.9069559999989,25.934098700003233,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
¿Recuerda el trayecto que hace desde su casa hasta su lugar de trabajo?,3,red,0,6,6,6,0,1,1,1,25.973959599999944,,,,,,,,,,,,,,,25.935564400002477,25.973959599999944,25.999772900002426,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
¿Recuerda  algún inconveniente que ha  experimentado en el camino de su residencia a su lugar de trabajo?,5,white,0,6,6,6,0,2,2,2,26.04119940000237,,,,,,,,,,,,,,,26.001581700002134,26.04119940000237,26.124407499999506,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
¿Recuerda si hay algún lugar u objeto en su camino hacia el trabajo que le llame la atención?,7,blue,0,6,6,6,0,3,3,3,26.17421540000214,,,,,,,,,,,,,,,26.127176000001782,26.17421540000214,26.19661300000007,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
" ¿Recuerda el recorrido desde la entrada de su lugar de trabajo hasta su oficina, donde realiza sus funciones?",9,yellow,0,6,6,6,0,4,4,4,26.290103300001647,,,,,,,,,,,,,,,26.198285600003146,26.290103300001647,26.314893100003246,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
¿Recuerda alguna actividad que realice durante los viajes de regreso a casa desde el trabajo para relajarse?,11,orange,0,6,6,6,0,5,5,5,26.35734780000348,,,,,,,,,,,,,,,26.317478299999493,26.35734780000348,26.434307000003173,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
¿Recuerda el trayecto que realiza desde su casa hasta el lugar donde realiza sus compras?,13,brown,0,6,6,6,0,6,6,6,26.473692999999912,,,,,,,,,,,,,,,26.435743699999875,26.473692999999912,26.50262500000099,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
¿Recuerda alguna situación divertida o interesante que haya experimentado durante el recorrido hacia el lugar de compras?,15,purple,0,6,6,6,0,7,7,7,26.540985999999975,,,,,,,,,,,,,,,26.50432069999806,26.540985999999975,26.618024100003822,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
 ¿Recuerda qué es lo primero que ve al llegar al lugar donde realiza sus compras?,17,green,0,6,6,6,0,8,8,8,26.65701490000356,,,,,,,,,,,,,,,26.61961490000249,26.65701490000356,26.72863650000363,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
¿Recuerda el recorrido desde su residencia hasta el centro de resonancia magnética?,19,red,0,6,6,6,0,9,9,9,26.773597600003995,,,,,,,,,,,,,,,26.73048430000199,26.773597600003995,26.79957260000083,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
None,21,white,0,6,6,6,0,10,10,10,26.84016790000169,,,,,,,,,,,,,,,26.801342200000363,26.84016790000169,26.919882300004247,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
None,23,blue,0,6,6,6,0,11,11,11,26.956621199999063,,,,,,,,,,,,,,,26.921320400004333,26.956621199999063,27.032698200004234,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
None,25,yellow,0,6,6,6,0,12,12,12,27.0732136000006,,,,,,,,,,,,,,,27.034398800002236,27.0732136000006,27.09940120000101,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
None,27,orange,0,6,6,6,0,13,13,13,27.140046500004246,,,,,,,,,,,,,,,27.10111060000054,27.140046500004246,27.217549200002395,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
None,29,brown,0,6,6,6,0,14,14,14,27.255656100001943,,,,,,,,,,,,,,,27.218480399998953,27.255656100001943,27.29958700000134,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
None,31,purple,0,6,6,6,0,15,15,15,27.320953100002953,,,,,,,,,,,,,,,27.300492200003646,27.320953100002953,27.394767500001763,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
None,33,green,0,6,6,6,0,16,16,16,27.420863300001656,,,,,,,,,,,,,,,27.395349200000055,27.420863300001656,27.494649300002493,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
None,35,red,0,6,6,6,0,17,17,17,27.520959100002074,,,,,,,,,,,,,,,27.49525330000324,27.520959100002074,27.595716600000742,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
None,37,white,0,6,6,6,0,18,18,18,27.620912700003828,,,,,,,,,,,,,,,27.596380599999975,27.620912700003828,27.729393900001014,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
None,39,blue,0,6,6,6,0,19,19,19,27.754015799997433,,,,,,,,,,,,,,,27.73014669999975,27.754015799997433,27.7959062000009,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
¿Recuerda el trayecto que realiza desde su casa hasta el lugar donde realiza sus compras?,13,brown,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
¿Recuerda el recorrido que realiza desde su cama hasta la cocina de su residencia?,1,green,0,7,7,7,0,0,0,0,28.869925899998634,,,,,,,,,,,,27.796617200001492,27.837531400000444,28.816348699998343,28.84502169999905,28.869925899998634,28.91399210000236,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
¿Recuerda el trayecto que hace desde su casa hasta su lugar de trabajo?,3,red,0,7,7,7,0,1,1,1,28.936193399997137,,,,,,,,,,,,,,,28.91478140000254,28.936193399997137,29.013554600001953,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
¿Recuerda  algún inconveniente que ha  experimentado en el camino de su residencia a su lugar de trabajo?,5,white,0,7,7,7,0,2,2,2,29.0531267999977,,,,,,,,,,,,,,,29.01436079999985,29.0531267999977,29.108225100004347,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
¿Recuerda si hay algún lugar u objeto en su camino hacia el trabajo que le llame la atención?,7,blue,0,7,7,7,0,3,3,3,29.136722600000212,,,,,,,,,,,,,,,29.10894289999851,29.136722600000212,29.214500399997632,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
" ¿Recuerda el recorrido desde la entrada de su lugar de trabajo hasta su oficina, donde realiza sus funciones?",9,yellow,0,7,7,7,0,4,4,4,29.236592200002633,,,,,,,,,,,,,,,29.215478700003587,29.236592200002633,29.311340799999016,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
¿Recuerda alguna actividad que realice durante los viajes de regreso a casa desde el trabajo para relajarse?,11,orange,0,7,7,7,0,5,5,5,29.335942800003977,,,,,,,,,,,,,,,29.312094300003082,29.335942800003977,29.41137400000298,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
¿Recuerda el trayecto que realiza desde su casa hasta el lugar donde realiza sus compras?,13,brown,0,7,7,7,0,6,6,6,29.436332800003584,,,,,,,,,,,,,,,29.41221790000418,29.436332800003584,29.513961099997687,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
¿Recuerda alguna situación divertida o interesante que haya experimentado durante el recorrido hacia el lugar de compras?,15,purple,0,7,7,7,0,7,7,7,29.53625760000432,,,,,,,,,,,,,,,29.514762099999643,29.53625760000432,29.613520400002017,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
 ¿Recuerda qué es lo primero que ve al llegar al lugar donde realiza sus compras?,17,green,0,7,7,7,0,8,8,8,29.635904399998253,,,,,,,,,,,,,,,29.614250799997535,29.635904399998253,29.710397800001374,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
¿Recuerda el recorrido desde su residencia hasta el centro de resonancia magnética?,19,red,0,7,7,7,0,9,9,9,29.735923100000946,,,,,,,,,,,,,,,29.711108700001205,29.735923100000946,29.81252769999992,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
None,21,white,0,7,7,7,0,10,10,10,29.835747099998116,,,,,,,,,,,,,,,29.813283900002716,29.835747099998116,29.913700999997673,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
None,23,blue,0,7,7,7,0,11,11,11,29.935457899999165,,,,,,,,,,,,,,,29.914504899999883,29.935457899999165,30.010188500004006,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
None,25,yellow,0,7,7,7,0,12,12,12,30.035263400000986,,,,,,,,,,,,,,,30.010690299997805,30.035263400000986,30.110719000003883,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
None,27,orange,0,7,7,7,0,13,13,13,30.13503320000018,,,,,,,,,,,,,,,30.11149480000313,30.13503320000018,30.20947739999974,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
None,29,brown,0,7,7,7,0,14,14,14,30.2352092000001,,,,,,,,,,,,,,,30.210097499999392,30.2352092000001,30.311760099997628,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
None,31,purple,0,7,7,7,0,15,15,15,30.335725099997944,,,,,,,,,,,,,,,30.31245879999915,30.335725099997944,30.415412399997876,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
None,33,green,0,7,7,7,0,16,16,16,30.452395300002536,,,,,,,,,,,,,,,30.416583199999877,30.452395300002536,30.49718230000144,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
None,35,red,0,7,7,7,0,17,17,17,30.535845500002324,,,,,,,,,,,,,,,30.49836030000006,30.535845500002324,30.61310339999909,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
None,37,white,0,7,7,7,0,18,18,18,30.652268700003333,,,,,,,,,,,,,,,30.614373700002034,30.652268700003333,30.703373500000453,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
None,39,blue,0,7,7,7,0,19,19,19,30.735479599999962,,,,,,,,,,,,,,,30.70440830000007,30.735479599999962,30.813878200002364,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
¿Recuerda alguna situación divertida o interesante que haya experimentado durante el recorrido hacia el lugar de compras?,15,purple,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
¿Recuerda el recorrido que realiza desde su cama hasta la cocina de su residencia?,1,green,0,8,8,8,0,0,0,0,31.85132650000014,,,,,,,,,,,,30.81541180000204,30.866145500003768,31.797690799998236,31.82483019999927,31.85132650000014,31.898634800003492,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
¿Recuerda el trayecto que hace desde su casa hasta su lugar de trabajo?,3,red,0,8,8,8,0,1,1,1,31.934327800001483,,,,,,,,,,,,,,,31.899659200003953,31.934327800001483,32.01558920000389,205319,001,2024-04-28_19h06.23.784,ArchivoPrueba,2024.1.1,None,2024-04-28 19h06.38.729961 -0500,
