PreguntaOff,PreguntaOn,Colors,Prueba.thisRepN,Prueba.thisTrialN,Prueba.thisN,Prueba.thisIndex,RepeticionOn.thisRepN,RepeticionOn.thisTrialN,RepeticionOn.thisN,RepeticionOn.thisIndex,thisRow.t,notes,introducción_3.started,introducción.started,mouse.started,introducción_3.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,Off.started,CondicionOff.started,Off.stopped,On.started,CondicionOn.started,On.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
¿Recuerda el recorrido desde su residencia hasta el centro de resonancia magnética?,19,red,0,0,0,0,0,9,9,9,5.0821939000015846,,,,,,,,,,,,,,,5.048253700000714,5.0821939000015846,5.162363400000686,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
None,21,white,0,0,0,0,0,10,10,10,5.197479500000554,,,,,,,,,,,,,,,5.164035400001012,5.197479500000554,5.245062900001358,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
None,23,blue,0,0,0,0,0,11,11,11,5.281887300001472,,,,,,,,,,,,,,,5.246818800000256,5.281887300001472,5.362465000000157,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
None,25,yellow,0,0,0,0,0,12,12,12,5.399499800001649,,,,,,,,,,,,,,,5.364159900000232,5.399499800001649,5.445292000000336,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
None,27,orange,0,0,0,0,0,13,13,13,5.481831700000839,,,,,,,,,,,,,,,5.446750900000552,5.481831700000839,5.5621127000013075,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
None,29,brown,0,0,0,0,0,14,14,14,5.598976200000834,,,,,,,,,,,,,,,5.56355590000021,5.598976200000834,5.645521200000076,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
None,31,purple,0,0,0,0,0,15,15,15,5.681692100000873,,,,,,,,,,,,,,,5.646967900000163,5.681692100000873,5.760563200001343,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
None,33,green,0,0,0,0,0,16,16,16,5.798171899999943,,,,,,,,,,,,,,,5.762398100001519,5.798171899999943,5.846120200001678,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
None,35,red,0,0,0,0,0,17,17,17,5.881698200000756,,,,,,,,,,,,,,,5.847237900001346,5.881698200000756,5.96136370000022,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
None,37,white,0,0,0,0,0,18,18,18,5.99797960000069,,,,,,,,,,,,,,,5.962866900001245,5.99797960000069,6.044106200000897,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
None,39,blue,0,0,0,0,0,19,19,19,6.081635200000164,,,,,,,,,,,,,,,6.04519750000145,6.081635200000164,6.160809200000585,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
¿Recuerda el recorrido que realiza desde su cama hasta la cocina de su residencia?,1,green,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
¿Recuerda el recorrido que realiza desde su cama hasta la cocina de su residencia?,1,green,0,1,1,1,0,0,0,0,7.213659800001551,,,,,,,,,,,,6.162972400001308,6.212927200000195,7.159539700000096,7.19147090000115,7.213659800001551,7.261498500000016,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
¿Recuerda el trayecto que hace desde su casa hasta su lugar de trabajo?,3,red,0,1,1,1,0,1,1,1,7.296780600001512,,,,,,,,,,,,,,,7.2630593000012595,7.296780600001512,7.343657200000962,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
¿Recuerda  algún inconveniente que ha  experimentado en el camino de su residencia a su lugar de trabajo?,5,white,0,1,1,1,0,2,2,2,7.380285000001095,,,,,,,,,,,,,,,7.345219100001486,7.380285000001095,7.459017099999983,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
¿Recuerda si hay algún lugar u objeto en su camino hacia el trabajo que le llame la atención?,7,blue,0,1,1,1,0,3,3,3,7.496794399999999,,,,,,,,,,,,,,,7.46053110000139,7.496794399999999,7.543851000000359,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
" ¿Recuerda el recorrido desde la entrada de su lugar de trabajo hasta su oficina, donde realiza sus funciones?",9,yellow,0,1,1,1,0,4,4,4,7.57988640000076,,,,,,,,,,,,,,,7.545312800000829,7.57988640000076,7.661010499999975,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
¿Recuerda alguna actividad que realice durante los viajes de regreso a casa desde el trabajo para relajarse?,11,orange,0,1,1,1,0,5,5,5,7.696993999999904,,,,,,,,,,,,,,,7.662233900000501,7.696993999999904,7.745362400000886,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
¿Recuerda el trayecto que realiza desde su casa hasta el lugar donde realiza sus compras?,13,brown,0,1,1,1,0,6,6,6,7.779635700000654,,,,,,,,,,,,,,,7.7464858000003005,7.779635700000654,7.859378600000127,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
¿Recuerda alguna situación divertida o interesante que haya experimentado durante el recorrido hacia el lugar de compras?,15,purple,0,1,1,1,0,7,7,7,7.896424300000945,,,,,,,,,,,,,,,7.860788500000126,7.896424300000945,7.944126700000197,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
 ¿Recuerda qué es lo primero que ve al llegar al lugar donde realiza sus compras?,17,green,0,1,1,1,0,8,8,8,7.979705300000205,,,,,,,,,,,,,,,7.945369800001572,7.979705300000205,8.057472100001178,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
¿Recuerda el recorrido desde su residencia hasta el centro de resonancia magnética?,19,red,0,1,1,1,0,9,9,9,8.096235700000761,,,,,,,,,,,,,,,8.058763700000782,8.096235700000761,8.14318910000111,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
None,21,white,0,1,1,1,0,10,10,10,8.179548699999941,,,,,,,,,,,,,,,8.144841100000122,8.179548699999941,8.259403200001543,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
None,23,blue,0,1,1,1,0,11,11,11,8.296022500000618,,,,,,,,,,,,,,,8.260945100000754,8.296022500000618,8.340799600000537,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
None,25,yellow,0,1,1,1,0,12,12,12,8.37995360000059,,,,,,,,,,,,,,,8.341727600000013,8.37995360000059,8.45859350000137,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
None,27,orange,0,1,1,1,0,13,13,13,8.49578720000136,,,,,,,,,,,,,,,8.460636000001614,8.49578720000136,8.539982400001463,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
None,29,brown,0,1,1,1,0,14,14,14,8.579098200001681,,,,,,,,,,,,,,,8.540915600000517,8.579098200001681,8.659015799999906,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
None,31,purple,0,1,1,1,0,15,15,15,8.695572399999946,,,,,,,,,,,,,,,8.660558999999921,8.695572399999946,8.740842600000178,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
None,33,green,0,1,1,1,0,16,16,16,8.778867600000012,,,,,,,,,,,,,,,8.74234830000023,8.778867600000012,8.860365900000033,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
None,35,red,0,1,1,1,0,17,17,17,8.895754099999976,,,,,,,,,,,,,,,8.861657400000695,8.895754099999976,8.945396200000687,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
None,37,white,0,1,1,1,0,18,18,18,8.978711200001271,,,,,,,,,,,,,,,8.946390500001144,8.978711200001271,9.060328300000037,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
None,39,blue,0,1,1,1,0,19,19,19,9.096051700000316,,,,,,,,,,,,,,,9.06180250000034,9.096051700000316,9.141876100000445,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
¿Recuerda el trayecto que hace desde su casa hasta su lugar de trabajo?,3,red,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
¿Recuerda el recorrido que realiza desde su cama hasta la cocina de su residencia?,1,green,0,2,2,2,0,0,0,0,10.227752300001157,,,,,,,,,,,,9.143788800000038,9.193778200000452,10.158244700000068,10.195191000000705,10.227752300001157,10.243107800000871,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
¿Recuerda el trayecto que hace desde su casa hasta su lugar de trabajo?,3,red,0,2,2,2,0,1,1,1,10.277572700000746,,,,,,,,,,,,,,,10.244411700001365,10.277572700000746,10.355526200000895,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
¿Recuerda  algún inconveniente que ha  experimentado en el camino de su residencia a su lugar de trabajo?,5,white,0,2,2,2,0,2,2,2,10.394566599999962,,,,,,,,,,,,,,,10.356567600001654,10.394566599999962,10.44237300000168,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
¿Recuerda si hay algún lugar u objeto en su camino hacia el trabajo que le llame la atención?,7,blue,0,2,2,2,0,3,3,3,10.477536200000031,,,,,,,,,,,,,,,10.443587700001444,10.477536200000031,10.55827760000102,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
" ¿Recuerda el recorrido desde la entrada de su lugar de trabajo hasta su oficina, donde realiza sus funciones?",9,yellow,0,2,2,2,0,4,4,4,10.594044400000712,,,,,,,,,,,,,,,10.559350200001063,10.594044400000712,10.643701800001509,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
¿Recuerda alguna actividad que realice durante los viajes de regreso a casa desde el trabajo para relajarse?,11,orange,0,2,2,2,0,5,5,5,10.677603800000725,,,,,,,,,,,,,,,10.644879400000718,10.677603800000725,10.760787600000185,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
¿Recuerda el trayecto que realiza desde su casa hasta el lugar donde realiza sus compras?,13,brown,0,2,2,2,0,6,6,6,10.793953899999906,,,,,,,,,,,,,,,10.76196230000096,10.793953899999906,10.840188400001352,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
¿Recuerda alguna situación divertida o interesante que haya experimentado durante el recorrido hacia el lugar de compras?,15,purple,0,2,2,2,0,7,7,7,10.877322300000742,,,,,,,,,,,,,,,10.841337300000305,10.877322300000742,10.961593300000459,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
 ¿Recuerda qué es lo primero que ve al llegar al lugar donde realiza sus compras?,17,green,0,2,2,2,0,8,8,8,10.994294699999955,,,,,,,,,,,,,,,10.962918100000024,10.994294699999955,11.042501500000071,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
¿Recuerda el recorrido desde su residencia hasta el centro de resonancia magnética?,19,red,0,2,2,2,0,9,9,9,11.094414600000164,,,,,,,,,,,,,,,11.045121800001652,11.094414600000164,11.165084800000841,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
None,21,white,0,2,2,2,0,10,10,10,11.210380100001203,,,,,,,,,,,,,,,11.16657640000085,11.210380100001203,11.2650749000004,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
None,23,blue,0,2,2,2,0,11,11,11,11.294113200001448,,,,,,,,,,,,,,,11.26625039999999,11.294113200001448,11.36147500000152,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
None,25,yellow,0,2,2,2,0,12,12,12,11.394758400001592,,,,,,,,,,,,,,,11.362842900000032,11.394758400001592,11.453310800001418,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
None,27,orange,0,2,2,2,0,13,13,13,11.492960400000811,,,,,,,,,,,,,,,11.454411700000492,11.492960400000811,11.537155600000915,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
None,29,brown,0,2,2,2,0,14,14,14,11.560308500000247,,,,,,,,,,,,,,,11.53807500000039,11.560308500000247,11.64203770000131,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
None,31,purple,0,2,2,2,0,15,15,15,11.676619000001665,,,,,,,,,,,,,,,11.6429834999999,11.676619000001665,11.75733990000117,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
None,33,green,0,2,2,2,0,16,16,16,11.792924300001687,,,,,,,,,,,,,,,11.758590900000854,11.792924300001687,11.839580700001534,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
None,35,red,0,2,2,2,0,17,17,17,11.87616750000052,,,,,,,,,,,,,,,11.841060300001118,11.87616750000052,11.953724000000875,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
None,37,white,0,2,2,2,0,18,18,18,11.992533900000126,,,,,,,,,,,,,,,11.954657199999929,11.992533900000126,12.038554000000659,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
None,39,blue,0,2,2,2,0,19,19,19,12.075799400001415,,,,,,,,,,,,,,,12.040116200001648,12.075799400001415,12.152020500001527,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
¿Recuerda  algún inconveniente que ha  experimentado en el camino de su residencia a su lugar de trabajo?,5,white,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
¿Recuerda el recorrido que realiza desde su cama hasta la cocina de su residencia?,1,green,0,3,3,3,0,0,0,0,13.224641100001463,,,,,,,,,,,,12.153286700000535,12.191316899999947,13.169377600001098,13.198872800001482,13.224641100001463,13.269095400000879,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
¿Recuerda el trayecto que hace desde su casa hasta su lugar de trabajo?,3,red,0,3,3,3,0,1,1,1,13.291327700000693,,,,,,,,,,,,,,,13.27024320000055,13.291327700000693,13.371797400001014,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
¿Recuerda  algún inconveniente que ha  experimentado en el camino de su residencia a su lugar de trabajo?,5,white,0,3,3,3,0,2,2,2,13.408749400001398,,,,,,,,,,,,,,,13.373199300000124,13.408749400001398,13.451370300001145,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
¿Recuerda si hay algún lugar u objeto en su camino hacia el trabajo que le llame la atención?,7,blue,0,3,3,3,0,3,3,3,13.47461690000091,,,,,,,,,,,,,,,13.452431300000171,13.47461690000091,13.5523344000012,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
" ¿Recuerda el recorrido desde la entrada de su lugar de trabajo hasta su oficina, donde realiza sus funciones?",9,yellow,0,3,3,3,0,4,4,4,13.574641300001531,,,,,,,,,,,,,,,13.553291800000807,13.574641300001531,13.652201800001421,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
¿Recuerda alguna actividad que realice durante los viajes de regreso a casa desde el trabajo para relajarse?,11,orange,0,3,3,3,0,5,5,5,13.67454490000091,,,,,,,,,,,,,,,13.653487500001575,13.67454490000091,13.753233200000977,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
¿Recuerda el trayecto que realiza desde su casa hasta el lugar donde realiza sus compras?,13,brown,0,3,3,3,0,6,6,6,13.774406100001215,,,,,,,,,,,,,,,13.754466899999898,13.774406100001215,13.85052110000106,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
¿Recuerda alguna situación divertida o interesante que haya experimentado durante el recorrido hacia el lugar de compras?,15,purple,0,3,3,3,0,7,7,7,13.874119000000064,,,,,,,,,,,,,,,13.851524000001518,13.874119000000064,13.95170120000148,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
 ¿Recuerda qué es lo primero que ve al llegar al lugar donde realiza sus compras?,17,green,0,3,3,3,0,8,8,8,13.974091500000213,,,,,,,,,,,,,,,13.952613299999939,13.974091500000213,14.05186810000123,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
¿Recuerda el recorrido desde su residencia hasta el centro de resonancia magnética?,19,red,0,3,3,3,0,9,9,9,14.090938400000596,,,,,,,,,,,,,,,14.052917200000593,14.090938400000596,14.166898100000253,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
None,21,white,0,3,3,3,0,10,10,10,14.190875600001164,,,,,,,,,,,,,,,14.167875600000116,14.190875600001164,14.266966000001048,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
None,23,blue,0,3,3,3,0,11,11,11,14.29063170000154,,,,,,,,,,,,,,,14.267838100000517,14.29063170000154,14.370457500001066,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
None,25,yellow,0,3,3,3,0,12,12,12,14.40707730000031,,,,,,,,,,,,,,,14.371715000001132,14.40707730000031,14.451907800001209,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
None,27,orange,0,3,3,3,0,13,13,13,14.473684600001434,,,,,,,,,,,,,,,14.452918599999975,14.473684600001434,14.553301200001442,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
None,29,brown,0,3,3,3,0,14,14,14,14.59054290000131,,,,,,,,,,,,,,,14.554817100000946,14.59054290000131,14.636469000000943,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
None,31,purple,0,3,3,3,0,15,15,15,14.673917800000709,,,,,,,,,,,,,,,14.63836270000138,14.673917800000709,14.753877099999954,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
None,33,green,0,3,3,3,0,16,16,16,14.790517000001273,,,,,,,,,,,,,,,14.755218600001172,14.790517000001273,14.837094900000011,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
None,35,red,0,3,3,3,0,17,17,17,14.873650700001235,,,,,,,,,,,,,,,14.838752200001181,14.873650700001235,14.954265400001532,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
None,37,white,0,3,3,3,0,18,18,18,14.990195000000313,,,,,,,,,,,,,,,14.955411700000695,14.990195000000313,15.037540100000115,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
None,39,blue,0,3,3,3,0,19,19,19,15.074145900000076,,,,,,,,,,,,,,,15.038765500001318,15.074145900000076,15.154023200000665,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
¿Recuerda si hay algún lugar u objeto en su camino hacia el trabajo que le llame la atención?,7,blue,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
¿Recuerda el recorrido que realiza desde su cama hasta la cocina de su residencia?,1,green,0,4,4,4,0,0,0,0,16.25553190000028,,,,,,,,,,,,15.155633800000942,15.205206800001179,16.166691400001582,16.223212900000362,16.25553190000028,16.26758130000053,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
¿Recuerda el trayecto que hace desde su casa hasta su lugar de trabajo?,3,red,0,4,4,4,0,1,1,1,16.288001000000804,,,,,,,,,,,,,,,16.268227800001114,16.288001000000804,16.3479051000013,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
¿Recuerda  algún inconveniente que ha  experimentado en el camino de su residencia a su lugar de trabajo?,5,white,0,4,4,4,0,2,2,2,16.371695400001045,,,,,,,,,,,,,,,16.348583000000872,16.371695400001045,16.44831400000112,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
¿Recuerda si hay algún lugar u objeto en su camino hacia el trabajo que le llame la atención?,7,blue,0,4,4,4,0,3,3,3,16.47200850000081,,,,,,,,,,,,,,,16.44959000000017,16.47200850000081,16.55848050000168,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
" ¿Recuerda el recorrido desde la entrada de su lugar de trabajo hasta su oficina, donde realiza sus funciones?",9,yellow,0,4,4,4,0,4,4,4,16.589029100001426,,,,,,,,,,,,,,,16.559631699999954,16.589029100001426,16.64205740000034,070615,001,2024-04-28_12h36.45.408,ArchivoPrueba,2024.1.1,None,2024-04-28 12h36.55.819701 -0500,
