thisRow.t,notes,introducción_3.started,introducción.started,mouse.started,introducción_3.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,On1.started,CondicionOn.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.02743640000153391,0.046808300001430325,0.027068100000178674,2.607491900000241,[0.1261574074074074],[-0.16087962962962962],[1],[0],[0],[2.5792670999999245],,,935236,001,2024-04-30_18h04.18.790,ArchivoPrueba,2024.1.1,None,2024-04-30 18h04.31.398384 -0500,
,,,,,,,,,,,,2.6077554000003147,2.6446538000000146,,,,,,,,
