PreguntaOn,PreguntaOff,Colors,RepeticionOn.thisRepN,RepeticionOn.thisTrialN,RepeticionOn.thisN,RepeticionOn.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,trials_9.thisRepN,trials_9.thisTrialN,trials_9.thisN,trials_9.thisIndex,thisRow.t,notes,introducción_3.started,introducción.started,mouse.started,introducción_3.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,On.started,CondicionOn.started,On.stopped,Off.started,CondicionOff.started,Off.stopped,On1.started,text.started,On1.stopped,On2.started,text_2.started,On2.stopped,On3.started,text_3.started,On3.stopped,On4.started,text_4.started,On4.stopped,On5.started,text_5.started,On5.stopped,On6.started,text_6.started,On6.stopped,On7.started,text_7.started,On7.stopped,On8.started,text_8.started,On8.stopped,On9.started,text_9.started,On9.stopped,FInalizacion.started,FinPrueba.started,mouse_2.started,FInalizacion.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,participant,session,date,expName,psychopyVersion,frameRate,expStart,
¿Recuerda alguna actividad que realice durante los viajes de regreso a casa desde el trabajo para relajarse?,11,orange,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.26394710000022,,,,,,,,,,,,,,,114.23438749999877,114.26394710000022,115.25001329999941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
¿Recuerda el trayecto que realiza desde su casa hasta el lugar donde realiza sus compras?,13,brown,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.27982949999932,,,,,,,,,,,,,,,115.2502958999994,115.27982949999932,116.2347078999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
¿Recuerda alguna situación divertida o interesante que haya experimentado durante el recorrido hacia el lugar de compras?,15,purple,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.26152889999867,,,,,,,,,,,,,,,116.23523550000027,116.26152889999867,117.2489074999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
 ¿Recuerda qué es lo primero que ve al llegar al lugar donde realiza sus compras?,17,green,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.27793209999982,,,,,,,,,,,,,,,117.24917189999906,117.27793209999982,118.23282339999969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
¿Recuerda el recorrido desde su residencia hasta el centro de resonancia magnética?,19,red,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.26032569999916,,,,,,,,,,,,,,,118.23319059999994,118.26032569999916,119.22993039999892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,21,white,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.25920369999949,,,,,,,,,,,,,,,119.23026649999883,119.25920369999949,120.22932799999944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,23,blue,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.25874399999884,,,,,,,,,,,,,,,120.22962919999918,120.25874399999884,121.22991840000032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,25,yellow,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.25790609999967,,,,,,,,,,,,,,,121.2302037999998,121.25790609999967,122.2296065999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,27,orange,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.25680479999937,,,,,,,,,,,,,,,122.23021700000027,122.25680479999937,123.22852769999918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,29,brown,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.256108399999,,,,,,,,,,,,,,,123.22892369999863,123.256108399999,124.24430550000034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,31,purple,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.27194869999948,,,,,,,,,,,,,,,124.24489569999969,124.27194869999948,125.2434745999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,33,green,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.27103929999976,,,,,,,,,,,,,,,125.24395369999911,125.27103929999976,126.25681950000035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,35,red,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.28676619999897,,,,,,,,,,,,,,,126.25709009999991,126.28676619999897,127.23983399999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,37,white,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.26926829999866,,,,,,,,,,,,,,,127.2402191000001,127.26926829999866,128.24102499999935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,39,blue,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.26907539999956,,,,,,,,,,,,,,,128.24158239999997,128.26907539999956,129.24010309999903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.2401682999989,129.26797389999956,149.23942019999959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
¿Recuerda el recorrido que realiza desde su cama hasta la cocina de su residencia?,1,green,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,149.28314539999883,,,,,,,,,,,,,,,149.2518698999993,149.28314539999883,150.25285819999954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
¿Recuerda el trayecto que hace desde su casa hasta su lugar de trabajo?,3,red,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,150.28266409999924,,,,,,,,,,,,,,,150.25317489999907,150.28266409999924,151.23756890000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
¿Recuerda  algún inconveniente que ha  experimentado en el camino de su residencia a su lugar de trabajo?,5,white,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,151.2650668999995,,,,,,,,,,,,,,,151.23810649999905,151.2650668999995,152.2514386999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
¿Recuerda si hay algún lugar u objeto en su camino hacia el trabajo que le llame la atención?,7,blue,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,152.28085309999915,,,,,,,,,,,,,,,152.25172120000025,152.28085309999915,153.2503476999991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
" ¿Recuerda el recorrido desde la entrada de su lugar de trabajo hasta su oficina, donde realiza sus funciones?",9,yellow,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,153.27999470000032,,,,,,,,,,,,,,,153.25061169999935,153.27999470000032,154.23267549999946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
¿Recuerda alguna actividad que realice durante los viajes de regreso a casa desde el trabajo para relajarse?,11,orange,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,154.26236599999902,,,,,,,,,,,,,,,154.23294469999928,154.26236599999902,155.23187959999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
¿Recuerda el trayecto que realiza desde su casa hasta el lugar donde realiza sus compras?,13,brown,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,155.26172309999856,,,,,,,,,,,,,,,155.23214109999935,155.26172309999856,156.23130899999887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
¿Recuerda alguna situación divertida o interesante que haya experimentado durante el recorrido hacia el lugar de compras?,15,purple,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,156.26080739999998,,,,,,,,,,,,,,,156.2316613999992,156.26080739999998,157.24766239999917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
 ¿Recuerda qué es lo primero que ve al llegar al lugar donde realiza sus compras?,17,green,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,157.27619810000033,,,,,,,,,,,,,,,157.24793130000035,157.27619810000033,158.22912079999878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
¿Recuerda el recorrido desde su residencia hasta el centro de resonancia magnética?,19,red,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,158.25862059999963,,,,,,,,,,,,,,,158.22938339999928,158.25862059999963,159.24793750000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,21,white,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,159.27489109999988,,,,,,,,,,,,,,,159.2485746000002,159.27489109999988,160.24659450000036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,23,blue,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,160.2731301999993,,,,,,,,,,,,,,,160.24715959999958,160.2731301999993,161.2460450999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,25,yellow,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,161.27289759999985,,,,,,,,,,,,,,,161.24660409999888,161.27289759999985,162.2444317999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,27,orange,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,162.27214040000035,,,,,,,,,,,,,,,162.2447634,162.27214040000035,163.2433803999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,29,brown,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,163.27055109999856,,,,,,,,,,,,,,,163.2440093999994,163.27055109999856,164.24260759999925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,31,purple,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,164.27031749999878,,,,,,,,,,,,,,,164.24291379999886,164.27031749999878,165.24187659999916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,33,green,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,165.26929369999925,,,,,,,,,,,,,,,165.24221579999903,165.26929369999925,166.24107339999864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,35,red,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,166.26792240000032,,,,,,,,,,,,,,,166.24209410000003,166.26792240000032,167.24062380000032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,37,white,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,167.2677036999994,,,,,,,,,,,,,,,167.2412308999992,167.2677036999994,168.2391446999991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,39,blue,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,168.26670459999877,,,,,,,,,,,,,,,168.23943279999912,168.26670459999877,169.23622449999857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.23629859999892,169.25202939999872,189.23504089999915,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
¿Recuerda el recorrido que realiza desde su cama hasta la cocina de su residencia?,1,green,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,189.2646724999995,,,,,,,,,,,,,,,189.24752889999945,189.2646724999995,190.2507588999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
¿Recuerda el trayecto que hace desde su casa hasta su lugar de trabajo?,3,red,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,190.28042789999927,,,,,,,,,,,,,,,190.25108069999987,190.28042789999927,191.25015559999883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
¿Recuerda  algún inconveniente que ha  experimentado en el camino de su residencia a su lugar de trabajo?,5,white,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,191.27970689999893,,,,,,,,,,,,,,,191.25044999999955,191.27970689999893,192.253691599999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
¿Recuerda si hay algún lugar u objeto en su camino hacia el trabajo que le llame la atención?,7,blue,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,192.27873199999885,,,,,,,,,,,,,,,192.2544769999986,192.27873199999885,193.23111739999877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
" ¿Recuerda el recorrido desde la entrada de su lugar de trabajo hasta su oficina, donde realiza sus funciones?",9,yellow,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,193.2616823999997,,,,,,,,,,,,,,,193.2314585999993,193.2616823999997,194.24729300000035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
¿Recuerda alguna actividad que realice durante los viajes de regreso a casa desde el trabajo para relajarse?,11,orange,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,194.27678259999993,,,,,,,,,,,,,,,194.24761279999984,194.27678259999993,195.22985599999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
¿Recuerda el trayecto que realiza desde su casa hasta el lugar donde realiza sus compras?,13,brown,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,195.25998549999895,,,,,,,,,,,,,,,195.23015229999874,195.25998549999895,196.22941309999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
¿Recuerda alguna situación divertida o interesante que haya experimentado durante el recorrido hacia el lugar de compras?,15,purple,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,196.25903420000031,,,,,,,,,,,,,,,196.2297579999995,196.25903420000031,197.22985789999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
 ¿Recuerda qué es lo primero que ve al llegar al lugar donde realiza sus compras?,17,green,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,197.25833199999943,,,,,,,,,,,,,,,197.23023300000023,197.25833199999943,198.2457300999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
¿Recuerda el recorrido desde su residencia hasta el centro de resonancia magnética?,19,red,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,198.2733935999986,,,,,,,,,,,,,,,198.2459947999996,198.2733935999986,199.2448573999991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,21,white,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,199.2723952999986,,,,,,,,,,,,,,,199.24512359999972,199.2723952999986,200.25872809999964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,23,blue,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,200.28846469999917,,,,,,,,,,,,,,,200.25901049999993,200.28846469999917,201.24313090000032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,25,yellow,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,201.2709758000001,,,,,,,,,,,,,,,201.24349319999965,201.2709758000001,202.25713619999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,27,orange,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,202.28668089999883,,,,,,,,,,,,,,,202.25746619999882,202.28668089999883,203.23953319999964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,29,brown,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,203.26933579999968,,,,,,,,,,,,,,,203.24000410000008,203.26933579999968,204.23887139999897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,31,purple,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,204.26847160000034,,,,,,,,,,,,,,,204.2391676999996,204.26847160000034,205.23771979999947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,33,green,,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,205.26725459999943,,,,,,,,,,,,,,,205.23800479999954,205.26725459999943,206.2388479000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,35,red,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,206.26679589999912,,,,,,,,,,,,,,,206.2391177999998,206.26679589999912,207.23569609999868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,37,white,,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,207.26571159999912,,,,,,,,,,,,,,,207.23595699999896,207.26571159999912,208.23527879999892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,39,blue,,,,,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,208.26491290000013,,,,,,,,,,,,,,,208.23559029999888,208.26491290000013,209.2506715999989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.25072679999903,209.26629179999873,229.2331825000001,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
¿Recuerda el recorrido que realiza desde su cama hasta la cocina de su residencia?,1,green,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,229.2634251999989,,,,,,,,,,,,,,,229.24554249999892,229.2634251999989,230.23237009999866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
¿Recuerda el trayecto que hace desde su casa hasta su lugar de trabajo?,3,red,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,230.26219499999934,,,,,,,,,,,,,,,230.23267329999908,230.26219499999934,231.24908340000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
¿Recuerda  algún inconveniente que ha  experimentado en el camino de su residencia a su lugar de trabajo?,5,white,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,231.27796539999872,,,,,,,,,,,,,,,231.2493734999989,231.27796539999872,232.23107939999863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
¿Recuerda si hay algún lugar u objeto en su camino hacia el trabajo que le llame la atención?,7,blue,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,232.2608677999997,,,,,,,,,,,,,,,232.23135939999884,232.2608677999997,233.24653799999942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
