thisRow.t,notes,introducción_3.started,introducción.started,mouse.started,introducción_3.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,On1.started,CondicionOn.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.019663999999465887,0.04676110000036715,0.019412900001043454,2.8363905000005616,[-0.11574074074074074],[0.15625],[1],[0],[0],[2.815782900001068],,,434312,001,2024-04-30_17h30.54.080,ArchivoPrueba,2024.1.1,None,2024-04-30 17h31.04.217151 -0500,
,,,,,,,,,,,,2.8365394000011293,2.863770800000566,,,,,,,,
