PreguntaOff,PreguntaOn,Colors,Prueba.thisRepN,Prueba.thisTrialN,Prueba.thisN,Prueba.thisIndex,RepeticionOn.thisRepN,RepeticionOn.thisTrialN,RepeticionOn.thisN,RepeticionOn.thisIndex,thisRow.t,notes,introducción_3.started,introducción.started,mouse.started,introducción_3.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,Off.started,CondicionOff.started,Off.stopped,On.started,CondicionOn.started,On.stopped,CondicionOn.stopped,CondicionOff.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
¿Recuerda si hay algún lugar u objeto en su camino hacia el trabajo que le llame la atención?,7,blue,0,18,18,18,0,3,3,3,57.96316509999997,,,,,,,,,,,,,,,57.95018210000035,57.96316509999997,58.04977510000026,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
" ¿Recuerda el recorrido desde la entrada de su lugar de trabajo hasta su oficina, donde realiza sus funciones?",9,yellow,0,18,18,18,0,4,4,4,58.0629499000006,,,,,,,,,,,,,,,58.050114500000745,58.0629499000006,58.14967910000087,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
¿Recuerda alguna actividad que realice durante los viajes de regreso a casa desde el trabajo para relajarse?,11,orange,0,18,18,18,0,5,5,5,58.162785299999996,,,,,,,,,,,,,,,58.150068900000406,58.162785299999996,58.24949590000051,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
¿Recuerda el trayecto que realiza desde su casa hasta el lugar donde realiza sus compras?,13,brown,0,18,18,18,0,6,6,6,58.26304690000052,,,,,,,,,,,,,,,58.24981520000074,58.26304690000052,58.349326000000474,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
¿Recuerda alguna situación divertida o interesante que haya experimentado durante el recorrido hacia el lugar de compras?,15,purple,0,18,18,18,0,7,7,7,58.3627206000001,,,,,,,,,,,,,,,58.349690900000496,58.3627206000001,58.44966900000054,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
 ¿Recuerda qué es lo primero que ve al llegar al lugar donde realiza sus compras?,17,green,0,18,18,18,0,8,8,8,58.46265390000008,,,,,,,,,,,,,,,58.449966700000004,58.46265390000008,58.54944440000054,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
¿Recuerda el recorrido desde su residencia hasta el centro de resonancia magnética?,19,red,0,18,18,18,0,9,9,9,58.562719200000174,,,,,,,,,,,,,,,58.549736300000404,58.562719200000174,58.64927610000086,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
None,21,white,0,18,18,18,0,10,10,10,58.66249270000026,,,,,,,,,,,,,,,58.6496717,58.66249270000026,58.749311900000066,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
None,23,blue,0,18,18,18,0,11,11,11,58.762513700000454,,,,,,,,,,,,,,,58.74968320000062,58.762513700000454,58.849253500000486,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
None,25,yellow,0,18,18,18,0,12,12,12,58.86214319999999,,,,,,,,,,,,,,,58.84960200000023,58.86214319999999,58.94933020000008,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
None,27,orange,0,18,18,18,0,13,13,13,58.96207260000028,,,,,,,,,,,,,,,58.949686900000415,58.96207260000028,59.048832700000276,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
None,29,brown,0,18,18,18,0,14,14,14,59.06219060000058,,,,,,,,,,,,,,,59.04912610000065,59.06219060000058,59.14864420000049,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
None,31,purple,0,18,18,18,0,15,15,15,59.162156100000175,,,,,,,,,,,,,,,59.14903390000018,59.162156100000175,59.248753200000465,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
None,33,green,0,18,18,18,0,16,16,16,59.26206970000021,,,,,,,,,,,,,,,59.2490858000001,59.26206970000021,59.34862780000003,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
None,35,red,0,18,18,18,0,17,17,17,59.36181430000033,,,,,,,,,,,,,,,59.349023700000544,59.36181430000033,59.44856790000085,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
None,37,white,0,18,18,18,0,18,18,18,59.46179420000044,,,,,,,,,,,,,,,59.44895340000039,59.46179420000044,59.548791500000334,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
None,39,blue,0,18,18,18,0,19,19,19,59.561629800000446,,,,,,,,,,,,,,,59.54916480000065,59.561629800000446,59.64859400000023,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
None,37,white,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
¿Recuerda el recorrido que realiza desde su cama hasta la cocina de su residencia?,1,green,0,19,19,19,0,0,0,0,60.6774103000007,,,,,,,,,,,,59.649073400000816,59.66145620000043,60.64799650000077,60.65683960000024,60.6774103000007,60.74765180000031,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
¿Recuerda el trayecto que hace desde su casa hasta su lugar de trabajo?,3,red,0,19,19,19,0,1,1,1,60.76060880000023,,,,,,,,,,,,,,,60.74804190000032,60.76060880000023,60.84720010000001,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
¿Recuerda  algún inconveniente que ha  experimentado en el camino de su residencia a su lugar de trabajo?,5,white,0,19,19,19,0,2,2,2,60.86046150000038,,,,,,,,,,,,,,,60.84748010000021,60.86046150000038,60.94723450000038,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
¿Recuerda si hay algún lugar u objeto en su camino hacia el trabajo que le llame la atención?,7,blue,0,19,19,19,0,3,3,3,60.960436800000025,,,,,,,,,,,,,,,60.947538800000075,60.960436800000025,61.047404100000676,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
" ¿Recuerda el recorrido desde la entrada de su lugar de trabajo hasta su oficina, donde realiza sus funciones?",9,yellow,0,19,19,19,0,4,4,4,61.110438600000634,,,,,,,,,,,,,,,61.04767400000037,61.110438600000634,61.147085500000685,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
¿Recuerda alguna actividad que realice durante los viajes de regreso a casa desde el trabajo para relajarse?,11,orange,0,19,19,19,0,5,5,5,61.16032600000017,,,,,,,,,,,,,,,61.14739929999996,61.16032600000017,61.24695470000006,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
¿Recuerda el trayecto que realiza desde su casa hasta el lugar donde realiza sus compras?,13,brown,0,19,19,19,0,6,6,6,61.260273800000505,,,,,,,,,,,,,,,61.24728380000033,61.260273800000505,61.3470913000001,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
¿Recuerda alguna situación divertida o interesante que haya experimentado durante el recorrido hacia el lugar de compras?,15,purple,0,19,19,19,0,7,7,7,61.360167300000285,,,,,,,,,,,,,,,61.34736350000003,61.360167300000285,61.447000000000116,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
 ¿Recuerda qué es lo primero que ve al llegar al lugar donde realiza sus compras?,17,green,0,19,19,19,0,8,8,8,61.46004930000072,,,,,,,,,,,,,,,61.44727400000011,61.46004930000072,61.546652100000756,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
¿Recuerda el recorrido desde su residencia hasta el centro de resonancia magnética?,19,red,0,19,19,19,0,9,9,9,61.56003060000057,,,,,,,,,,,,,,,61.54694820000077,61.56003060000057,61.64692080000077,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
None,21,white,0,19,19,19,0,10,10,10,61.65975720000006,,,,,,,,,,,,,,,61.64718720000019,61.65975720000006,61.746712000000116,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
None,23,blue,0,19,19,19,0,11,11,11,61.759846100000686,,,,,,,,,,,,,,,61.74701810000079,61.759846100000686,61.84663500000079,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
None,25,yellow,0,19,19,19,0,12,12,12,61.85978940000041,,,,,,,,,,,,,,,61.84690150000006,61.85978940000041,61.94682499999999,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
None,27,orange,0,19,19,19,0,13,13,13,61.959717400000045,,,,,,,,,,,,,,,61.947123900000406,61.959717400000045,62.0463019000008,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
None,29,brown,0,19,19,19,0,14,14,14,62.059432000000015,,,,,,,,,,,,,,,62.04668240000046,62.059432000000015,62.14608480000061,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
None,31,purple,0,19,19,19,0,15,15,15,62.15936950000014,,,,,,,,,,,,,,,62.1464545000008,62.15936950000014,62.246111600000404,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
None,33,green,0,19,19,19,0,16,16,16,62.259144300000116,,,,,,,,,,,,,,,62.24645040000087,62.259144300000116,62.34651780000058,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
None,35,red,0,19,19,19,0,17,17,17,62.35922819999996,,,,,,,,,,,,,,,62.346823900000345,62.35922819999996,62.44567740000002,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
None,37,white,0,19,19,19,0,18,18,18,62.45917129999998,,,,,,,,,,,,,,,62.44597420000082,62.45917129999998,62.545612200000505,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
None,39,blue,0,19,19,19,0,19,19,19,62.559221000000434,,,,,,,,,,,,,,,62.54588520000016,62.559221000000434,62.645857600000454,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
None,39,blue,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
¿Recuerda el recorrido que realiza desde su cama hasta la cocina de su residencia?,1,green,1,0,20,0,0,0,0,0,63.674882700000126,,,,,,,,,,,,62.64621830000033,62.65927460000057,63.64506800000072,63.65475620000052,63.674882700000126,63.74504810000053,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
¿Recuerda el trayecto que hace desde su casa hasta su lugar de trabajo?,3,red,1,0,20,0,0,1,1,1,63.75798450000002,,,,,,,,,,,,,,,63.7454017,63.75798450000002,63.844878300000346,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
¿Recuerda  algún inconveniente que ha  experimentado en el camino de su residencia a su lugar de trabajo?,5,white,1,0,20,0,0,2,2,2,63.85787840000012,,,,,,,,,,,,,,,63.84518490000028,63.85787840000012,63.94503120000081,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
¿Recuerda si hay algún lugar u objeto en su camino hacia el trabajo que le llame la atención?,7,blue,1,0,20,0,0,3,3,3,63.95791770000051,,,,,,,,,,,,,,,63.945406800000455,63.95791770000051,64.04448290000073,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
" ¿Recuerda el recorrido desde la entrada de su lugar de trabajo hasta su oficina, donde realiza sus funciones?",9,yellow,1,0,20,0,0,4,4,4,64.05807890000051,,,,,,,,,,,,,,,64.04479660000015,64.05807890000051,64.14480170000024,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
¿Recuerda alguna actividad que realice durante los viajes de regreso a casa desde el trabajo para relajarse?,11,orange,1,0,20,0,0,5,5,5,64.15779270000075,,,,,,,,,,,,,,,64.14509030000045,64.15779270000075,64.24439100000018,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
¿Recuerda el trayecto que realiza desde su casa hasta el lugar donde realiza sus compras?,13,brown,1,0,20,0,0,6,6,6,64.25735750000058,,,,,,,,,,,,,,,64.24477690000003,64.25735750000058,64.34441450000031,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
¿Recuerda alguna situación divertida o interesante que haya experimentado durante el recorrido hacia el lugar de compras?,15,purple,1,0,20,0,0,7,7,7,64.35739750000084,,,,,,,,,,,,,,,64.34482920000028,64.35739750000084,64.44422780000059,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
 ¿Recuerda qué es lo primero que ve al llegar al lugar donde realiza sus compras?,17,green,1,0,20,0,0,8,8,8,64.45731350000005,,,,,,,,,,,,,,,64.44458060000034,64.45731350000005,64.54405330000009,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
¿Recuerda el recorrido desde su residencia hasta el centro de resonancia magnética?,19,red,1,0,20,0,0,9,9,9,64.55724310000005,,,,,,,,,,,,,,,64.54434570000012,64.55724310000005,64.64395590000004,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
None,21,white,1,0,20,0,0,10,10,10,64.65720930000043,,,,,,,,,,,,,,,64.64424940000026,64.65720930000043,64.74365820000003,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
None,23,blue,1,0,20,0,0,11,11,11,64.7572267000005,,,,,,,,,,,,,,,64.74394570000004,64.7572267000005,64.84377070000028,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
None,25,yellow,1,0,20,0,0,12,12,12,64.89039430000048,,,,,,,,,,,,,,,64.84408690000055,64.89039430000048,64.94574210000064,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
None,27,orange,1,0,20,0,0,13,13,13,64.95712240000012,,,,,,,,,,,,,,,64.94618020000053,64.95712240000012,65.0434580000001,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
None,29,brown,1,0,20,0,0,14,14,14,65.05680140000004,,,,,,,,,,,,,,,65.04379620000054,65.05680140000004,65.144182,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
None,31,purple,1,0,20,0,0,15,15,15,65.15680260000045,,,,,,,,,,,,,,,65.14445240000077,65.15680260000045,65.24368110000069,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
None,33,green,1,0,20,0,0,16,16,16,65.25680380000085,,,,,,,,,,,,,,,65.24396380000053,65.25680380000085,65.3434369000006,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
None,35,red,1,0,20,0,0,17,17,17,65.35672690000047,,,,,,,,,,,,,,,65.34373649999998,65.35672690000047,65.44330860000082,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
None,37,white,1,0,20,0,0,18,18,18,65.45667410000078,,,,,,,,,,,,,,,65.44363050000084,65.45667410000078,65.54336690000036,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
None,39,blue,1,0,20,0,0,19,19,19,65.55639470000006,,,,,,,,,,,,,,,65.54366000000027,65.55639470000006,65.6432248000001,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
¿Recuerda el recorrido que realiza desde su cama hasta la cocina de su residencia?,1,green,1,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
¿Recuerda el recorrido que realiza desde su cama hasta la cocina de su residencia?,1,green,1,1,21,1,0,0,0,0,66.67213020000054,,,,,,,,,,,,65.64364770000066,65.6731092,66.64214530000027,66.65154200000052,66.67213020000054,66.74215400000048,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
¿Recuerda el trayecto que hace desde su casa hasta su lugar de trabajo?,3,red,1,1,21,1,0,1,1,1,66.7555467000002,,,,,,,,,,,,,,,66.74244680000083,66.7555467000002,66.84203570000045,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
¿Recuerda  algún inconveniente que ha  experimentado en el camino de su residencia a su lugar de trabajo?,5,white,1,1,21,1,0,2,2,2,66.85530830000062,,,,,,,,,,,,,,,66.84234230000038,66.85530830000062,66.94251740000072,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
¿Recuerda si hay algún lugar u objeto en su camino hacia el trabajo que le llame la atención?,7,blue,1,1,21,1,0,3,3,3,66.95494780000081,,,,,,,,,,,,,,,66.94294880000052,66.95494780000081,67.04187160000038,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
" ¿Recuerda el recorrido desde la entrada de su lugar de trabajo hasta su oficina, donde realiza sus funciones?",9,yellow,1,1,21,1,0,4,4,4,67.05513110000084,,,,,,,,,,,,,,,67.04220760000044,67.05513110000084,67.14364120000027,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
¿Recuerda alguna actividad que realice durante los viajes de regreso a casa desde el trabajo para relajarse?,11,orange,1,1,21,1,0,5,5,5,67.17127660000006,,,,,,,,,,,,,,,67.14414880000004,67.17127660000006,67.24151540000003,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
¿Recuerda el trayecto que realiza desde su casa hasta el lugar donde realiza sus compras?,13,brown,1,1,21,1,0,6,6,6,67.25476360000084,,,,,,,,,,,,,,,67.24185980000038,67.25476360000084,67.34143530000074,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
¿Recuerda alguna situación divertida o interesante que haya experimentado durante el recorrido hacia el lugar de compras?,15,purple,1,1,21,1,0,7,7,7,67.35471080000025,,,,,,,,,,,,,,,67.34170710000035,67.35471080000025,67.44156830000065,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
 ¿Recuerda qué es lo primero que ve al llegar al lugar donde realiza sus compras?,17,green,1,1,21,1,0,8,8,8,67.45469540000067,,,,,,,,,,,,,,,67.44198960000085,67.45469540000067,67.54153690000021,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
¿Recuerda el recorrido desde su residencia hasta el centro de resonancia magnética?,19,red,1,1,21,1,0,9,9,9,67.5545901000005,,,,,,,,,,,,,,,67.54191190000074,67.5545901000005,67.64135470000019,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
None,21,white,1,1,21,1,0,10,10,10,67.65475420000075,,,,,,,,,,,,,,,67.64164750000054,67.65475420000075,67.74120200000016,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
None,23,blue,1,1,21,1,0,11,11,11,67.75453790000029,,,,,,,,,,,,,,,67.74169180000081,67.75453790000029,67.84138480000001,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
None,25,yellow,1,1,21,1,0,12,12,12,67.85459300000002,,,,,,,,,,,,,,,67.84167310000066,67.85459300000002,67.9419725000007,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
None,27,orange,1,1,21,1,0,13,13,13,67.95446250000077,,,,,,,,,,,,,,,67.94239700000071,67.95446250000077,68.04185110000071,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
None,29,brown,1,1,21,1,0,14,14,14,68.05423680000058,,,,,,,,,,,,,,,68.04215230000045,68.05423680000058,68.14104310000039,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
None,31,purple,1,1,21,1,0,15,15,15,68.15424950000033,,,,,,,,,,,,,,,68.14140170000064,68.15424950000033,68.24067000000014,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
None,33,green,1,1,21,1,0,16,16,16,68.2541441000003,,,,,,,,,,,,,,,68.24102840000069,68.2541441000003,68.34077500000058,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
None,35,red,1,1,21,1,0,17,17,17,68.3541578000004,,,,,,,,,,,,,,,68.34111070000017,68.3541578000004,68.44044910000048,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
None,37,white,1,1,21,1,0,18,18,18,68.45388590000039,,,,,,,,,,,,,,,68.44082150000031,68.45388590000039,68.54081860000042,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
None,39,blue,1,1,21,1,0,19,19,19,68.55378960000053,,,,,,,,,,,,,,,68.54117130000031,68.55378960000053,68.6408592000007,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
¿Recuerda el trayecto que hace desde su casa hasta su lugar de trabajo?,3,red,1,1,21,1,,,,,,,,,,,,,,,,,,,,,,,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
¿Recuerda el recorrido que realiza desde su cama hasta la cocina de su residencia?,1,green,1,2,22,2,0,0,0,0,69.66948150000007,,,,,,,,,,,,68.6412276000001,68.6704421000004,69.63961090000066,69.6490487000001,69.66948150000007,69.73951640000087,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
¿Recuerda el trayecto que hace desde su casa hasta su lugar de trabajo?,3,red,1,2,22,2,0,1,1,1,69.75280040000052,,,,,,,,,,,,,,,69.73981400000048,69.75280040000052,69.84008100000028,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
¿Recuerda  algún inconveniente que ha  experimentado en el camino de su residencia a su lugar de trabajo?,5,white,1,2,22,2,0,2,2,2,69.85268270000051,,,,,,,,,,,,,,,69.84044000000085,69.85268270000051,69.9396071000001,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
¿Recuerda si hay algún lugar u objeto en su camino hacia el trabajo que le llame la atención?,7,blue,1,2,22,2,0,3,3,3,69.95227650000015,,,,,,,,,,,,,,,69.93992140000046,69.95227650000015,70.03961940000045,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
" ¿Recuerda el recorrido desde la entrada de su lugar de trabajo hasta su oficina, donde realiza sus funciones?",9,yellow,1,2,22,2,0,4,4,4,70.05228800000077,,,,,,,,,,,,,,,70.04000470000028,70.05228800000077,70.14021800000046,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
¿Recuerda alguna actividad que realice durante los viajes de regreso a casa desde el trabajo para relajarse?,11,orange,1,2,22,2,0,5,5,5,70.15236220000043,,,,,,,,,,,,,,,70.14067290000003,70.15236220000043,70.23893900000076,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
¿Recuerda el trayecto que realiza desde su casa hasta el lugar donde realiza sus compras?,13,brown,1,2,22,2,0,6,6,6,70.25221890000012,,,,,,,,,,,,,,,70.23923840000043,70.25221890000012,70.33882119999998,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
¿Recuerda alguna situación divertida o interesante que haya experimentado durante el recorrido hacia el lugar de compras?,15,purple,1,2,22,2,0,7,7,7,70.35221440000078,,,,,,,,,,,,,,,70.33914710000045,70.35221440000078,70.43878820000009,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
 ¿Recuerda qué es lo primero que ve al llegar al lugar donde realiza sus compras?,17,green,1,2,22,2,0,8,8,8,70.45220010000048,,,,,,,,,,,,,,,70.43908950000059,70.45220010000048,70.53864240000075,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
¿Recuerda el recorrido desde su residencia hasta el centro de resonancia magnética?,19,red,1,2,22,2,0,9,9,9,70.55209230000037,,,,,,,,,,,,,,,70.5389466000006,70.55209230000037,70.63878810000006,,,619168,001,2024-04-28_11h35.34.981,ArchivoPrueba,2024.1.1,None,2024-04-28 11h35.44.751028 -0500,
