Prueba.thisRepN,Prueba.thisTrialN,Prueba.thisN,Prueba.thisIndex,PreguntaOff,PreguntaOn,Colors,thisRow.t,notes,introducción_3.started,introducción.started,mouse.started,introducción_3.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,On.started,CondicionOn.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.15227430000231834,0.2016312000050675,0.16348980000475422,8.519696700001077,[-0.1284722222222222],[0.15625],[1],[0],[0],[8.352647399995476],,,261045,001,2024-04-28_18h55.46.509,ArchivoPrueba,2024.1.1,None,2024-04-28 18h56.24.584742 -0500,
,,,,,,,8.661544000002323,,,,,,,,,,,,8.617805900001258,8.661544000002323,,,,,,,,
