PreguntaOff,PreguntaOn,Prueba.thisRepN,Prueba.thisTrialN,Prueba.thisN,Prueba.thisIndex,thisRow.t,notes,Intrucion.started,text_3.started,mouse.started,Intrucion.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,Off.started,text.started,Off.stopped,On.started,text_2.started,On.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,0.017262700000173936,0.04354400000011083,0.01689089999990756,1.0673095000001922,[-0.13151041666666666],[0.1640625],[1],[0],[0],[1.0488319000000956],,,,,,,200260,001,2024-04-28_10h31.17.253,ArchivoPrueba,2024.1.1,None,2024-04-28 10h31.26.327337 -0500,
1) ¿Puede recordar el recorrido que realiza desde su cama hasta la cocina de su residencia?,1,0,0,0,0,1.1255225999998402,,,,,,,,,,,,1.0798448999998982,1.1255225999998402,4.080263599999853,4.080280499999844,4.093250299999909,5.0792013000000225,200260,001,2024-04-28_10h31.17.253,ArchivoPrueba,2024.1.1,None,2024-04-28 10h31.26.327337 -0500,
2) ¿Recuerda el trayecto que hace desde su casa hasta su lugar de trabajo?,2,0,1,1,1,5.105410699999993,,,,,,,,,,,,5.079548799999884,5.105410699999993,8.076604100000168,8.076620700000149,8.08992840000019,9.075894399999925,200260,001,2024-04-28_10h31.17.253,ArchivoPrueba,2024.1.1,None,2024-04-28 10h31.26.327337 -0500,
3) ¿Hay algún inconveniente que recuerde haber experimentado en el camino de su residencia a su lugar de trabajo?,3,0,2,2,2,9.1019553000001,,,,,,,,,,,,9.07623730000023,9.1019553000001,12.073395100000198,12.073409600000105,12.086360400000103,13.072928900000079,200260,001,2024-04-28_10h31.17.253,ArchivoPrueba,2024.1.1,None,2024-04-28 10h31.26.327337 -0500,
4) ¿recuerda si hay algún lugar u objeto en su camino hacia el trabajo que le llame la atención?,4,0,3,3,3,13.098881299999903,,,,,,,,,,,,13.073329100000137,13.098881299999903,16.06988739999997,16.069903300000078,16.08299930000021,17.068858600000112,200260,001,2024-04-28_10h31.17.253,ArchivoPrueba,2024.1.1,None,2024-04-28 10h31.26.327337 -0500,
,,,,,,17.095153499999924,,,,,,,,,,,,17.0699196999999,17.095153499999924,,,,,,,,,,,,
