Prueba.thisRepN,Prueba.thisTrialN,Prueba.thisN,Prueba.thisIndex,PreguntaOff,PreguntaOn,Colors,thisRow.t,notes,introducción_3.started,introducción.started,mouse.started,introducción_3.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,On.started,CondicionOn.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.09375150000414578,0.12990870000066934,0.09341380000114441,1.8162187000052654,[0.23958333333333334],[-0.24074074074074073],[1],[0],[0],[1.7206007999993744],,,525090,001,2024-04-28_19h00.31.710,ArchivoPrueba,2024.1.1,None,2024-04-28 19h00.50.137532 -0500,
,,,,,,,1.889727200003108,,,,,,,,,,,,1.8567966000046,1.889727200003108,,,,,,,,
