Prueba.thisRepN,Prueba.thisTrialN,Prueba.thisN,Prueba.thisIndex,PreguntaOff,PreguntaOn,Colors,thisRow.t,notes,introducción_3.started,introducción.started,mouse.started,introducción_3.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,On.started,CondicionOn.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.05441759999666829,0.08379509999940637,0.0541291999979876,1.5879854999948293,[0.11944444444444445],[-0.14629629629629629],[1],[0],[0],[1.5285203000021284],,,689488,001,2024-04-28_18h58.16.360,ArchivoPrueba,2024.1.1,None,2024-04-28 18h58.37.064520 -0500,
,,,,,,,1.6562550999951782,,,,,,,,,,,,1.634017299998959,1.6562550999951782,,,,,,,,
